The following modules were not unloaded:
  (Use "module --force purge" to unload all):

  1) CCconfig        6)  ucx/1.14.1         11) flexiblas/3.3.1
  2) gentoo/2023     7)  libfabric/1.18.0   12) imkl/2023.2.0
  3) gcccore/.12.3   8)  pmix/4.2.4         13) StdEnv/2023
  4) gcc/12.3        9)  ucc/1.2.0
  5) hwloc/2.9.1     10) openmpi/4.1.5
/project/6070520/tkleinkn/Vanilla-GAM/main_cifar.py:187: UserWarning: You have chosen a specific GPU. This will completely disable data parallelism.
  warnings.warn('You have chosen a specific GPU. This will completely '
model name space ['resnet101_c', 'resnet152_c', 'resnet18_c', 'resnet34_c', 'resnet50_c']
Use GPU: 0 for training
=> creating model 'resnet18_c'
Files already downloaded and verified
Files already downloaded and verified
tensorboard dir ./results/CIFAR10/GNOM
Using Gradient-Norm Only Minimization (GNOM)
/home/tkleinkn/GAMtest/lib/python3.11/site-packages/torch/autograd/graph.py:744: UserWarning: Using backward() with create_graph=True will create a reference cycle between the parameter and its gradient which can cause a memory leak. We recommend using autograd.grad when creating the graph to avoid this. If you have to use this function, make sure to reset the .grad fields of your parameters to None after use to break the cycle and avoid the leak. (Triggered internally at /home/coulombc/wheels_builder/tmp.2617/python-3.11/torch/torch/csrc/autograd/engine.cpp:1203.)
Batch 370, Loss: 553.7015
Batch 380, Loss: 458.3176
Batch 390, Loss: 384.4598
Epoch 1 learning rate: 0.05
Epoch 1 time: 128.19666075706482 seconds
Epoch 1 accuracy: 10.95%
Batch 10, Loss: 370.9214
Batch 20, Loss: 361.6471
Batch 30, Loss: 409.8652
Batch 40, Loss: 465.9922
Batch 50, Loss: 351.9089
Batch 60, Loss: 366.6210
Batch 70, Loss: 280.9896
Batch 80, Loss: 258.8271
Batch 90, Loss: 347.8867
Batch 100, Loss: 299.0344
Batch 110, Loss: 233.7576
Batch 120, Loss: 256.5984
Batch 130, Loss: 209.8574
Batch 140, Loss: 345.6050
Batch 150, Loss: 486.0985
Batch 160, Loss: 322.2635
Batch 170, Loss: 537.7090
Batch 180, Loss: 555.1899
Batch 190, Loss: 580.1913
Batch 200, Loss: 479.5261
Batch 210, Loss: 448.5336
Batch 220, Loss: 388.5978
Batch 230, Loss: 326.6043
Batch 240, Loss: 272.9020
Batch 250, Loss: 334.4341
Batch 260, Loss: 298.8454
Batch 270, Loss: 281.0894
Batch 280, Loss: 221.3498
Batch 290, Loss: 293.8282
Batch 300, Loss: 840.1075
Batch 310, Loss: 699.4982
Batch 320, Loss: 385.9729
Batch 330, Loss: 318.2385
Batch 340, Loss: 296.3520
Batch 350, Loss: 271.0516
Batch 360, Loss: 245.5472
Batch 370, Loss: 243.0490
Batch 380, Loss: 252.9382
Batch 390, Loss: 185.9640
Epoch 2 learning rate: 0.05
Epoch 2 time: 119.47122526168823 seconds
Epoch 2 accuracy: 11.82%
Batch 10, Loss: 209.2270
Batch 20, Loss: 190.7197
Batch 30, Loss: 199.0902
Batch 40, Loss: 154.2104
Batch 50, Loss: 162.2814
Batch 60, Loss: 161.8437
Batch 70, Loss: 180.9296
Batch 80, Loss: 193.4142
Batch 90, Loss: 170.8736
Batch 100, Loss: 161.9554
Batch 110, Loss: 150.6847
Batch 120, Loss: 154.1847
Batch 130, Loss: 146.8439
Batch 140, Loss: 129.2512
Batch 150, Loss: 144.7161
Batch 160, Loss: 143.9043
Batch 170, Loss: 109.3892
Batch 180, Loss: 110.7052
Batch 190, Loss: 115.5447
Batch 200, Loss: 119.6548
Batch 210, Loss: 91.5285
Batch 220, Loss: 121.1987
Batch 230, Loss: 121.8369
Batch 240, Loss: 113.9103
Batch 250, Loss: 106.9802
Batch 260, Loss: 91.2490
Batch 270, Loss: 89.8569
Batch 280, Loss: 106.0022
Batch 290, Loss: 97.7179
Batch 300, Loss: 96.6985
Batch 310, Loss: 78.1694
Batch 320, Loss: 89.7194
Batch 330, Loss: 93.6295
Batch 340, Loss: 83.9520
Batch 350, Loss: 87.7773
Batch 360, Loss: 79.8432
Batch 370, Loss: 80.0103
Batch 380, Loss: 85.9046
Batch 390, Loss: 109.4371
Epoch 3 learning rate: 0.05
Epoch 3 time: 119.37184953689575 seconds
Epoch 3 accuracy: 11.86%
Batch 10, Loss: 74.5347
Batch 20, Loss: 80.6885
Batch 30, Loss: 102.6593
Batch 40, Loss: 175.7249
Batch 50, Loss: 118.0823
Batch 60, Loss: 153.8249
Batch 70, Loss: 114.8367
Batch 80, Loss: 133.1394
Batch 90, Loss: 98.7594
Batch 100, Loss: 128.6064
Batch 110, Loss: 100.3378
Batch 120, Loss: 93.1093
Batch 130, Loss: 113.8664
Batch 140, Loss: 108.0931
Batch 150, Loss: 99.3799
Batch 160, Loss: 116.7199
Batch 170, Loss: 103.6684
Batch 180, Loss: 96.7007
Batch 190, Loss: 84.9350
Batch 200, Loss: 75.8984
Batch 210, Loss: 73.9395
Batch 220, Loss: 91.5785
Batch 230, Loss: 67.5611
Batch 240, Loss: 75.6324
Batch 250, Loss: 71.9650
Batch 260, Loss: 83.6081
Batch 270, Loss: 57.3300
Batch 280, Loss: 61.3281
Batch 290, Loss: 66.2831
Batch 300, Loss: 54.0750
Batch 310, Loss: 79.6959
Batch 320, Loss: 79.5169
Batch 330, Loss: 79.4701
Batch 340, Loss: 61.7113
Batch 350, Loss: 79.2117
Batch 360, Loss: 57.0770
Batch 370, Loss: 63.6830
Batch 380, Loss: 60.8690
Batch 390, Loss: 57.7688
Epoch 4 learning rate: 0.05
Epoch 4 time: 119.52033257484436 seconds
Epoch 4 accuracy: 11.65%
Batch 10, Loss: 59.7089
Batch 20, Loss: 58.9813
Batch 30, Loss: 56.8790
Batch 40, Loss: 62.3190
Batch 50, Loss: 61.9925
Batch 60, Loss: 56.1589
Batch 70, Loss: 57.8805
Batch 80, Loss: 54.4464
Batch 90, Loss: 58.0014
Batch 100, Loss: 47.2408
Batch 110, Loss: 51.4822
Batch 120, Loss: 44.8628
Batch 130, Loss: 51.4537
Batch 140, Loss: 57.4290
Batch 150, Loss: 46.4841
Batch 160, Loss: 43.5167
Batch 170, Loss: 46.8834
Batch 180, Loss: 45.8516
Batch 190, Loss: 48.0147
Batch 200, Loss: 41.2141
Batch 210, Loss: 42.4887
Batch 220, Loss: 55.3209
Batch 230, Loss: 49.8094
Batch 240, Loss: 47.8088
Batch 250, Loss: 41.7644
Batch 260, Loss: 48.6551
Batch 270, Loss: 37.7829
Batch 280, Loss: 43.5849
Batch 290, Loss: 39.7525
Batch 300, Loss: 36.4542
Batch 310, Loss: 42.2231
Batch 320, Loss: 39.1552
Batch 330, Loss: 44.9973
Batch 340, Loss: 42.4855
Batch 350, Loss: 36.1485
Batch 360, Loss: 38.2343
Batch 370, Loss: 40.6658
Batch 380, Loss: 41.8034
Batch 390, Loss: 38.8483
Epoch 5 learning rate: 0.05
Epoch 5 time: 119.36148929595947 seconds
Epoch 5 accuracy: 11.2%
Batch 10, Loss: 40.8776
Batch 20, Loss: 37.8617
Batch 30, Loss: 39.4975
Batch 40, Loss: 38.6619
Batch 50, Loss: 35.9901
Batch 60, Loss: 39.3704
Batch 70, Loss: 35.5438
Batch 80, Loss: 39.3774
Batch 90, Loss: 31.0242
Batch 100, Loss: 37.2811
Batch 110, Loss: 31.6267
Batch 120, Loss: 33.3643
Batch 130, Loss: 41.2423
Batch 140, Loss: 34.3000
Batch 150, Loss: 32.8362
Batch 160, Loss: 29.5340
Batch 170, Loss: 32.0273
Batch 180, Loss: 31.2487
Batch 190, Loss: 35.2394
Batch 200, Loss: 34.9154
Batch 210, Loss: 35.7130
Batch 220, Loss: 31.5817
Batch 230, Loss: 32.6250
Batch 240, Loss: 30.7683
Batch 250, Loss: 31.8135
Batch 260, Loss: 28.9783
Batch 270, Loss: 33.4761
Batch 280, Loss: 37.1465
Batch 290, Loss: 37.0304
Batch 300, Loss: 31.1597
Batch 310, Loss: 29.7021
Batch 320, Loss: 34.7786
Batch 330, Loss: 32.9409
Batch 340, Loss: 26.7431
Batch 350, Loss: 31.0268
Batch 360, Loss: 28.7766
Batch 370, Loss: 29.7631
Batch 380, Loss: 32.0032
Batch 390, Loss: 31.1232
Epoch 6 learning rate: 0.05
Epoch 6 time: 119.29181671142578 seconds
Epoch 6 accuracy: 11.69%
Batch 10, Loss: 31.3990
Batch 20, Loss: 34.3352
Batch 30, Loss: 32.8461
Batch 40, Loss: 31.7847
Batch 50, Loss: 37.5526
Batch 60, Loss: 30.3688
Batch 70, Loss: 32.3150
Batch 80, Loss: 36.9873
Batch 90, Loss: 28.6067
Batch 100, Loss: 31.7091
Batch 110, Loss: 29.3673
Batch 120, Loss: 29.7708
Batch 130, Loss: 26.6671
Batch 140, Loss: 28.8721
Batch 150, Loss: 28.6020
Batch 160, Loss: 26.8213
Batch 170, Loss: 30.1794
Batch 180, Loss: 25.5341
Batch 190, Loss: 26.1044
Batch 200, Loss: 29.8086
Batch 210, Loss: 27.2602
Batch 220, Loss: 29.7218
Batch 230, Loss: 27.5266
Batch 240, Loss: 27.6915
Batch 250, Loss: 29.6938
Batch 260, Loss: 25.2581
Batch 270, Loss: 27.5552
Batch 280, Loss: 27.3157
Batch 290, Loss: 26.5625
Batch 300, Loss: 25.0962
Batch 310, Loss: 25.2924
Batch 320, Loss: 26.1363
Batch 330, Loss: 27.9081
Batch 340, Loss: 24.5632
Batch 350, Loss: 26.0377
Batch 360, Loss: 27.7585
Batch 370, Loss: 25.1856
Batch 380, Loss: 25.9062
Batch 390, Loss: 26.2871
Epoch 7 learning rate: 0.05
Epoch 7 time: 119.30503845214844 seconds
Epoch 7 accuracy: 11.24%
Batch 10, Loss: 23.9396
Batch 20, Loss: 24.9766
Batch 30, Loss: 23.8754
Batch 40, Loss: 27.3770
Batch 50, Loss: 24.9644
Batch 60, Loss: 23.1310
Batch 70, Loss: 26.3365
Batch 80, Loss: 23.7101
Batch 90, Loss: 25.9348
Batch 100, Loss: 23.0346
Batch 110, Loss: 23.5449
Batch 120, Loss: 28.5824
Batch 130, Loss: 25.7488
Batch 140, Loss: 25.9916
Batch 150, Loss: 26.7723
Batch 160, Loss: 29.1718
Batch 170, Loss: 27.2075
Batch 180, Loss: 27.3538
Batch 190, Loss: 28.5085
Batch 200, Loss: 25.4551
Batch 210, Loss: 24.4967
Batch 220, Loss: 27.5277
Batch 230, Loss: 25.8953
Batch 240, Loss: 24.7135
Batch 250, Loss: 26.0178
Batch 260, Loss: 25.5161
Batch 270, Loss: 23.7516
Batch 280, Loss: 26.2825
Batch 290, Loss: 24.5335
Batch 300, Loss: 22.6534
Batch 310, Loss: 24.4014
Batch 320, Loss: 24.6873
Batch 330, Loss: 22.9951
Batch 340, Loss: 22.5918
Batch 350, Loss: 23.1338
Batch 360, Loss: 23.3667
Batch 370, Loss: 22.4023
Batch 380, Loss: 22.7397
Batch 390, Loss: 23.2898
Epoch 8 learning rate: 0.05
Epoch 8 time: 119.27820682525635 seconds
Epoch 8 accuracy: 11.1%
Batch 10, Loss: 23.7617
Batch 20, Loss: 21.4520
Batch 30, Loss: 23.3808
Batch 40, Loss: 21.0815
Batch 50, Loss: 21.9036
Batch 60, Loss: 24.2018
Batch 70, Loss: 21.8311
Batch 80, Loss: 21.7048
Batch 90, Loss: 21.9385
Batch 100, Loss: 21.1544
Batch 110, Loss: 19.5379
Batch 120, Loss: 21.1934
Batch 130, Loss: 21.1994
Batch 140, Loss: 21.2740
Batch 150, Loss: 19.9719
Batch 160, Loss: 19.6749
Batch 170, Loss: 22.8205
Batch 180, Loss: 20.4187
Batch 190, Loss: 20.7604
Batch 200, Loss: 20.4158
Batch 210, Loss: 23.2706
Batch 220, Loss: 20.4509
Batch 230, Loss: 19.7949
Batch 240, Loss: 21.6554
Batch 250, Loss: 20.2750
Batch 260, Loss: 20.0255
Batch 270, Loss: 20.3633
Batch 280, Loss: 19.8157
Batch 290, Loss: 20.0519
Batch 300, Loss: 20.0567
Batch 310, Loss: 20.4585
Batch 320, Loss: 22.8789
Batch 330, Loss: 18.7273
Batch 340, Loss: 19.2656
Batch 350, Loss: 19.8049
Batch 360, Loss: 19.3105
Batch 370, Loss: 19.4076
Batch 380, Loss: 19.4572
Batch 390, Loss: 17.7171
Epoch 9 learning rate: 0.05
Epoch 9 time: 119.16712713241577 seconds
Epoch 9 accuracy: 10.97%
Batch 10, Loss: 17.8824
Batch 20, Loss: 20.7299
Batch 30, Loss: 19.1779
Batch 40, Loss: 18.8719
Batch 50, Loss: 18.9555
Batch 60, Loss: 18.1613
Batch 70, Loss: 17.4641
Batch 80, Loss: 17.8852
Batch 90, Loss: 18.0784
Batch 100, Loss: 17.7846
Batch 110, Loss: 18.0438
Batch 120, Loss: 20.7993
Batch 130, Loss: 17.1163
Batch 140, Loss: 17.8819
Batch 150, Loss: 18.2815
Batch 160, Loss: 18.9518
Batch 170, Loss: 18.9904
Batch 180, Loss: 17.6286
Batch 190, Loss: 17.5497
Batch 200, Loss: 16.8610
Batch 210, Loss: 17.8388
Batch 220, Loss: 16.7474
Batch 230, Loss: 17.8414
Batch 240, Loss: 18.9239
Batch 250, Loss: 16.7399
Batch 260, Loss: 17.2824
Batch 270, Loss: 16.9775
Batch 280, Loss: 16.9021
Batch 290, Loss: 17.2222
Batch 300, Loss: 16.6848
Batch 310, Loss: 16.2953
Batch 320, Loss: 16.7305
Batch 330, Loss: 16.7429
Batch 340, Loss: 15.7429
Batch 350, Loss: 16.1554
Batch 360, Loss: 16.0637
Batch 370, Loss: 17.8914
Batch 380, Loss: 16.8448
Batch 390, Loss: 16.2690
Epoch 10 learning rate: 0.05
Epoch 10 time: 119.18855285644531 seconds
Epoch 10 accuracy: 11.03%
Batch 10, Loss: 18.1542
Batch 20, Loss: 16.5130
Batch 30, Loss: 15.8487
Batch 40, Loss: 15.6308
Batch 50, Loss: 16.0039
Batch 60, Loss: 15.5955
Batch 70, Loss: 16.5243
Batch 80, Loss: 15.6517
Batch 90, Loss: 16.2622
Batch 100, Loss: 15.6646
Batch 110, Loss: 16.1054
Batch 120, Loss: 15.8190
Batch 130, Loss: 15.2600
Batch 140, Loss: 15.4528
Batch 150, Loss: 14.7454
Batch 160, Loss: 16.4602
Batch 170, Loss: 14.9922
Batch 180, Loss: 15.1543
Batch 190, Loss: 15.2361
Batch 200, Loss: 15.5683
Batch 210, Loss: 14.9423
Batch 220, Loss: 15.8982
Batch 230, Loss: 15.3558
Batch 240, Loss: 15.0916
Batch 250, Loss: 15.6940
Batch 260, Loss: 16.1332
Batch 270, Loss: 14.0155
Batch 280, Loss: 15.2884
Batch 290, Loss: 15.5307
Batch 300, Loss: 14.2111
Batch 310, Loss: 14.2043
Batch 320, Loss: 14.8434
Batch 330, Loss: 14.3415
Batch 340, Loss: 14.2751
Batch 350, Loss: 13.9586
Batch 360, Loss: 14.1658
Batch 370, Loss: 13.3625
Batch 380, Loss: 15.3180
Batch 390, Loss: 14.0261
Epoch 11 learning rate: 0.05
Epoch 11 time: 119.0952820777893 seconds
Epoch 11 accuracy: 11.21%
Batch 10, Loss: 13.4156
Batch 20, Loss: 13.8254
Batch 30, Loss: 13.6783
Batch 40, Loss: 14.0853
Batch 50, Loss: 14.1485
Batch 60, Loss: 13.4905
Batch 70, Loss: 14.2871
Batch 80, Loss: 14.6712
Batch 90, Loss: 12.8644
Batch 100, Loss: 13.5499
Batch 110, Loss: 12.7973
Batch 120, Loss: 12.7775
Batch 130, Loss: 13.5409
Batch 140, Loss: 13.6945
Batch 150, Loss: 13.0558
Batch 160, Loss: 13.6307
Batch 170, Loss: 13.5202
Batch 180, Loss: 14.6569
Batch 190, Loss: 12.6209
Batch 200, Loss: 12.7917
Batch 210, Loss: 12.5914
Batch 220, Loss: 12.1254
Batch 230, Loss: 12.9375
Batch 240, Loss: 14.1888
Batch 250, Loss: 12.2015
Batch 260, Loss: 12.5413
Batch 270, Loss: 13.1028
Batch 280, Loss: 13.0381
Batch 290, Loss: 12.3099
Batch 300, Loss: 12.5984
Batch 310, Loss: 12.1998
Batch 320, Loss: 12.3542
Batch 330, Loss: 13.6158
Batch 340, Loss: 176.4890
Batch 350, Loss: 191.0199
Batch 360, Loss: 68.3343
Batch 370, Loss: 30.8686
Batch 380, Loss: 32.6233
Batch 390, Loss: 30.8478
Epoch 12 learning rate: 0.05
Epoch 12 time: 119.30447340011597 seconds
Epoch 12 accuracy: 10.67%
Batch 10, Loss: 26.7499
Batch 20, Loss: 27.6966
Batch 30, Loss: 26.6741
Batch 40, Loss: 26.4777
Batch 50, Loss: 28.5201
Batch 60, Loss: 26.2304
Batch 70, Loss: 25.4613
Batch 80, Loss: 24.7329
Batch 90, Loss: 24.4764
Batch 100, Loss: 26.4741
Batch 110, Loss: 26.0151
Batch 120, Loss: 23.9146
Batch 130, Loss: 24.0795
Batch 140, Loss: 25.0331
Batch 150, Loss: 24.0757
Batch 160, Loss: 23.8861
Batch 170, Loss: 23.6915
Batch 180, Loss: 24.1275
Batch 190, Loss: 24.5194
Batch 200, Loss: 22.9967
Batch 210, Loss: 22.8280
Batch 220, Loss: 21.1790
Batch 230, Loss: 23.3283
Batch 240, Loss: 22.4839
Batch 250, Loss: 22.6223
Batch 260, Loss: 23.1635
Batch 270, Loss: 22.2878
Batch 280, Loss: 24.5853
Batch 290, Loss: 22.6806
Batch 300, Loss: 20.9735
Batch 310, Loss: 21.5535
Batch 320, Loss: 21.7740
Batch 330, Loss: 22.0615
Batch 340, Loss: 21.3737
Batch 350, Loss: 20.8000
Batch 360, Loss: 21.5605
Batch 370, Loss: 20.2104
Batch 380, Loss: 20.3804
Batch 390, Loss: 20.8223
Epoch 13 learning rate: 0.05
Epoch 13 time: 119.28019642829895 seconds
Epoch 13 accuracy: 10.89%
Batch 10, Loss: 19.9731
Batch 20, Loss: 19.8837
Batch 30, Loss: 20.1054
Batch 40, Loss: 19.1570
Batch 50, Loss: 21.0164
Batch 60, Loss: 20.5093
Batch 70, Loss: 19.5599
Batch 80, Loss: 19.6066
Batch 90, Loss: 20.5881
Batch 100, Loss: 19.7501
Batch 110, Loss: 20.4626
Batch 120, Loss: 19.8379
Batch 130, Loss: 20.2678
Batch 140, Loss: 19.9762
Batch 150, Loss: 19.2294
Batch 160, Loss: 19.0118
Batch 170, Loss: 19.8247
Batch 180, Loss: 19.0781
Batch 190, Loss: 19.1819
Batch 200, Loss: 17.5494
Batch 210, Loss: 18.1566
Batch 220, Loss: 19.3277
Batch 230, Loss: 19.1044
Batch 240, Loss: 18.6329
Batch 250, Loss: 18.7918
Batch 260, Loss: 19.1352
Batch 270, Loss: 17.7810
Batch 280, Loss: 19.1861
Batch 290, Loss: 18.8636
Batch 300, Loss: 19.6425
Batch 310, Loss: 18.2829
Batch 320, Loss: 18.2770
Batch 330, Loss: 18.8750
Batch 340, Loss: 18.4197
Batch 350, Loss: 19.5103
Batch 360, Loss: 18.2690
Batch 370, Loss: 17.7038
Batch 380, Loss: 17.8180
Batch 390, Loss: 18.7066
Epoch 14 learning rate: 0.05
Epoch 14 time: 119.2013955116272 seconds
Epoch 14 accuracy: 10.85%
Batch 10, Loss: 17.4856
Batch 20, Loss: 18.1260
Batch 30, Loss: 18.1819
Batch 40, Loss: 17.2595
Batch 50, Loss: 17.1549
Batch 60, Loss: 17.8399
Batch 70, Loss: 17.4757
Batch 80, Loss: 17.0833
Batch 90, Loss: 17.4518
Batch 100, Loss: 18.0093
Batch 110, Loss: 17.5079
Batch 120, Loss: 16.9464
Batch 130, Loss: 16.2706
Batch 140, Loss: 16.5416
Batch 150, Loss: 19.0719
Batch 160, Loss: 17.2294
Batch 170, Loss: 16.7490
Batch 180, Loss: 16.7148
Batch 190, Loss: 16.7653
Batch 200, Loss: 16.2731
Batch 210, Loss: 16.8035
Batch 220, Loss: 16.0841
Batch 230, Loss: 16.4008
Batch 240, Loss: 16.8002
Batch 250, Loss: 16.6647
Batch 260, Loss: 16.6006
Batch 270, Loss: 17.1175
Batch 280, Loss: 15.4576
Batch 290, Loss: 16.7593
Batch 300, Loss: 16.1014
Batch 310, Loss: 16.1525
Batch 320, Loss: 16.5378
Batch 330, Loss: 16.8149
Batch 340, Loss: 15.6147
Batch 350, Loss: 16.6279
Batch 360, Loss: 15.3960
Batch 370, Loss: 15.6412
Batch 380, Loss: 15.2598
Batch 390, Loss: 15.3155
Epoch 15 learning rate: 0.05
Epoch 15 time: 119.34062671661377 seconds
Epoch 15 accuracy: 11.08%
Batch 10, Loss: 15.7882
Batch 20, Loss: 15.6493
Batch 30, Loss: 15.3254
Batch 40, Loss: 15.1189
Batch 50, Loss: 14.9547
Batch 60, Loss: 15.6978
Batch 70, Loss: 15.0179
Batch 80, Loss: 15.0380
Batch 90, Loss: 14.8263
Batch 100, Loss: 15.1494
Batch 110, Loss: 14.6338
Batch 120, Loss: 14.5697
Batch 130, Loss: 14.6281
Batch 140, Loss: 14.3495
Batch 150, Loss: 15.3899
Batch 160, Loss: 14.4631
Batch 170, Loss: 14.8748
Batch 180, Loss: 14.9327
Batch 190, Loss: 13.7195
Batch 200, Loss: 14.4629
Batch 210, Loss: 14.1823
Batch 220, Loss: 13.6692
Batch 230, Loss: 14.9543
Batch 240, Loss: 14.1088
Batch 250, Loss: 14.1030
Batch 260, Loss: 13.6685
Batch 270, Loss: 14.3250
Batch 280, Loss: 14.3010
Batch 290, Loss: 13.5836
Batch 300, Loss: 13.2992
Batch 310, Loss: 13.5839
Batch 320, Loss: 13.8953
Batch 330, Loss: 13.1345
Batch 340, Loss: 13.8465
Batch 350, Loss: 13.7395
Batch 360, Loss: 13.3726
Batch 370, Loss: 13.4486
Batch 380, Loss: 13.8375
Batch 390, Loss: 13.1273
Epoch 16 learning rate: 0.05
Epoch 16 time: 119.19811725616455 seconds
Epoch 16 accuracy: 10.95%
Batch 10, Loss: 13.1502
Batch 20, Loss: 13.3671
Batch 30, Loss: 13.0933
Batch 40, Loss: 12.7168
Batch 50, Loss: 12.9335
Batch 60, Loss: 13.2242
Batch 70, Loss: 13.0050
Batch 80, Loss: 12.8042
Batch 90, Loss: 12.6389
Batch 100, Loss: 12.5021
Batch 110, Loss: 12.7559
Batch 120, Loss: 12.9569
Batch 130, Loss: 12.5962
Batch 140, Loss: 12.2103
Batch 150, Loss: 12.5060
Batch 160, Loss: 12.4252
Batch 170, Loss: 12.4760
Batch 180, Loss: 12.0894
Batch 190, Loss: 11.7678
Batch 200, Loss: 11.9569
Batch 210, Loss: 11.4983
Batch 220, Loss: 12.1431
Batch 230, Loss: 12.2675
Batch 240, Loss: 11.5538
Batch 250, Loss: 11.7536
Batch 260, Loss: 12.5099
Batch 270, Loss: 11.5042
Batch 280, Loss: 11.7478
Batch 290, Loss: 11.4383
Batch 300, Loss: 12.0338
Batch 310, Loss: 11.0623
Batch 320, Loss: 10.8877
Batch 330, Loss: 12.2955
Batch 340, Loss: 12.2876
Batch 350, Loss: 11.6411
Batch 360, Loss: 11.5780
Batch 370, Loss: 11.4580
Batch 380, Loss: 11.5615
Batch 390, Loss: 11.2731
Epoch 17 learning rate: 0.05
Epoch 17 time: 119.38236212730408 seconds
Epoch 17 accuracy: 11.41%
Batch 10, Loss: 11.3357
Batch 20, Loss: 11.1659
Batch 30, Loss: 11.6597
Batch 40, Loss: 11.3675
Batch 50, Loss: 11.1027
Batch 60, Loss: 11.1342
Batch 70, Loss: 11.4626
Batch 80, Loss: 10.9093
Batch 90, Loss: 10.7092
Batch 100, Loss: 10.3464
Batch 110, Loss: 11.1249
Batch 120, Loss: 10.8297
Batch 130, Loss: 10.8867
Batch 140, Loss: 10.5309
Batch 150, Loss: 10.4489
Batch 160, Loss: 10.2249
Batch 170, Loss: 10.6654
Batch 180, Loss: 10.1080
Batch 190, Loss: 10.4774
Batch 200, Loss: 9.7876
Batch 210, Loss: 10.0731
Batch 220, Loss: 9.9074
Batch 230, Loss: 9.3308
Batch 240, Loss: 9.9638
Batch 250, Loss: 10.3877
Batch 260, Loss: 9.8512
Batch 270, Loss: 10.1150
Batch 280, Loss: 9.7402
Batch 290, Loss: 9.5462
Batch 300, Loss: 9.8496
Batch 310, Loss: 9.1214
Batch 320, Loss: 9.7600
Batch 330, Loss: 9.4429
Batch 340, Loss: 8.6945
Batch 350, Loss: 9.1081
Batch 360, Loss: 9.6954
Batch 370, Loss: 9.0430
Batch 380, Loss: 8.5383
Batch 390, Loss: 8.9627
Epoch 18 learning rate: 0.05
Epoch 18 time: 119.32339000701904 seconds
Epoch 18 accuracy: 11.45%
Batch 10, Loss: 8.8893
Batch 20, Loss: 8.6778
Batch 30, Loss: 9.0093
Batch 40, Loss: 8.4452
Batch 50, Loss: 8.4394
Batch 60, Loss: 8.6835
Batch 70, Loss: 8.7163
Batch 80, Loss: 8.1270
Batch 90, Loss: 8.2593
Batch 100, Loss: 8.5055
Batch 110, Loss: 7.9359
Batch 120, Loss: 8.0733
Batch 130, Loss: 7.6005
Batch 140, Loss: 7.8627
Batch 150, Loss: 7.6338
Batch 160, Loss: 7.4457
Batch 170, Loss: 7.5221
Batch 180, Loss: 7.5849
Batch 190, Loss: 7.4386
Batch 200, Loss: 7.2293
Batch 210, Loss: 7.1014
Batch 220, Loss: 7.3219
Batch 230, Loss: 7.0737
Batch 240, Loss: 6.9834
