The following modules were not unloaded:
  (Use "module --force purge" to unload all):

  1) CCconfig        6)  ucx/1.14.1         11) flexiblas/3.3.1
  2) gentoo/2023     7)  libfabric/1.18.0   12) imkl/2023.2.0
  3) gcccore/.12.3   8)  pmix/4.2.4         13) StdEnv/2023
  4) gcc/12.3        9)  ucc/1.2.0
  5) hwloc/2.9.1     10) openmpi/4.1.5
/project/6070520/tkleinkn/Vanilla-GAM/main_cifar.py:216: UserWarning: You have chosen a specific GPU. This will completely disable data parallelism.
  warnings.warn('You have chosen a specific GPU. This will completely '
model name space ['resnet101_c', 'resnet152_c', 'resnet18_c', 'resnet34_c', 'resnet50_c']
Use GPU: 0 for training
=> creating model 'resnet18_c'
Files already downloaded and verified
Files already downloaded and verified
tensorboard dir ./results/CIFAR10/GNOM/basicaug/lr-0.05/batchsize-128/2024-08-04-19:30:43
Using Gradient-Norm Only Minimization (GNOM)
/home/tkleinkn/GAMtest/lib/python3.11/site-packages/torch/autograd/graph.py:744: UserWarning: Using backward() with create_graph=True will create a reference cycle between the parameter and its gradient which can cause a memory leak. We recommend using autograd.grad when creating the graph to avoid this. If you have to use this function, make sure to reset the .grad fields of your parameters to None after use to break the cycle and avoid the leak. (Triggered internally at /home/coulombc/wheels_builder/tmp.2617/python-3.11/torch/torch/csrc/autograd/engine.cpp:1203.)
Batch 160, Loss: 2.6862
Batch 170, Loss: 2.6950
Batch 180, Loss: 2.6878
Batch 190, Loss: 2.6170
Batch 200, Loss: 2.6881
Batch 210, Loss: 2.5612
Batch 220, Loss: 2.6642
Batch 230, Loss: 2.5422
Batch 240, Loss: 2.5712
Batch 250, Loss: 2.6576
Batch 260, Loss: 2.6030
Batch 270, Loss: 2.5983
Batch 280, Loss: 2.5068
Batch 290, Loss: 2.4657
Batch 300, Loss: 2.5222
Batch 310, Loss: 2.4420
Batch 320, Loss: 2.4460
Batch 330, Loss: 2.4435
Batch 340, Loss: 2.4401
Batch 350, Loss: 2.3738
Batch 360, Loss: 2.4145
Batch 370, Loss: 2.3422
Batch 380, Loss: 2.4922
Batch 390, Loss: 2.3839
Epoch 2 learning rate: 0.05
Epoch 2 time: 119.0426504611969 seconds
Epoch 2 accuracy: 10.88%
Batch 10, Loss: 2.3657
Batch 20, Loss: 2.4480
Batch 30, Loss: 2.3778
Batch 40, Loss: 2.4192
Batch 50, Loss: 2.3771
Batch 60, Loss: 2.3143
Batch 70, Loss: 2.3458
Batch 80, Loss: 2.3351
Batch 90, Loss: 2.2656
Batch 100, Loss: 2.2644
Batch 110, Loss: 2.3010
Batch 120, Loss: 2.2643
Batch 130, Loss: 2.3166
Batch 140, Loss: 2.2489
Batch 150, Loss: 2.3070
Batch 160, Loss: 2.2710
Batch 170, Loss: 2.2365
Batch 180, Loss: 2.2385
Batch 190, Loss: 2.1901
Batch 200, Loss: 2.2557
Batch 210, Loss: 2.2317
Batch 220, Loss: 2.2603
Batch 230, Loss: 2.2609
Batch 240, Loss: 2.2448
Batch 250, Loss: 2.2234
Batch 260, Loss: 2.1836
Batch 270, Loss: 2.1958
Batch 280, Loss: 2.1882
Batch 290, Loss: 2.1466
Batch 300, Loss: 2.1248
Batch 310, Loss: 2.1155
Batch 320, Loss: 2.1505
Batch 330, Loss: 2.0447
Batch 340, Loss: 2.1164
Batch 350, Loss: 2.1004
Batch 360, Loss: 2.1606
Batch 370, Loss: 2.0890
Batch 380, Loss: 2.1204
Batch 390, Loss: 2.0721
Epoch 3 learning rate: 0.05
Epoch 3 time: 119.04328680038452 seconds
Epoch 3 accuracy: 11.6%
Batch 10, Loss: 2.0417
Batch 20, Loss: 2.0444
Batch 30, Loss: 2.0506
Batch 40, Loss: 2.0200
Batch 50, Loss: 2.0320
Batch 60, Loss: 2.0256
Batch 70, Loss: 2.0741
Batch 80, Loss: 2.0525
Batch 90, Loss: 1.9981
Batch 100, Loss: 2.0664
Batch 110, Loss: 2.0774
Batch 120, Loss: 2.1012
Batch 130, Loss: 2.1411
Batch 140, Loss: 2.0758
Batch 150, Loss: 2.0440
Batch 160, Loss: 2.0018
Batch 170, Loss: 2.0065
Batch 180, Loss: 1.9836
Batch 190, Loss: 2.0125
Batch 200, Loss: 1.9626
Batch 210, Loss: 1.9879
Batch 220, Loss: 2.0068
Batch 230, Loss: 1.9965
Batch 240, Loss: 2.0009
Batch 250, Loss: 2.0011
Batch 260, Loss: 1.9943
Batch 270, Loss: 2.0065
Batch 280, Loss: 1.9759
Batch 290, Loss: 2.0067
Batch 300, Loss: 1.9519
Batch 310, Loss: 2.0024
Batch 320, Loss: 1.9721
Batch 330, Loss: 1.9466
Batch 340, Loss: 1.9844
Batch 350, Loss: 1.9482
Batch 360, Loss: 1.9431
Batch 370, Loss: 1.9483
Batch 380, Loss: 1.9961
Batch 390, Loss: 1.9701
Epoch 4 learning rate: 0.05
Epoch 4 time: 118.97145080566406 seconds
Epoch 4 accuracy: 11.06%
Batch 10, Loss: 1.9802
Batch 20, Loss: 1.9417
Batch 30, Loss: 1.9540
Batch 40, Loss: 1.9578
Batch 50, Loss: 1.9132
Batch 60, Loss: 1.9408
Batch 70, Loss: 1.9507
Batch 80, Loss: 1.9676
Batch 90, Loss: 1.9133
Batch 100, Loss: 1.9060
Batch 110, Loss: 1.9663
Batch 120, Loss: 1.9211
Batch 130, Loss: 1.9384
Batch 140, Loss: 1.9515
Batch 150, Loss: 1.9274
Batch 160, Loss: 1.8855
Batch 170, Loss: 1.9005
Batch 180, Loss: 1.9024
Batch 190, Loss: 1.9649
Batch 200, Loss: 1.8971
Batch 210, Loss: 1.9094
Batch 220, Loss: 1.9170
Batch 230, Loss: 1.9113
Batch 240, Loss: 1.9022
Batch 250, Loss: 1.8991
Batch 260, Loss: 1.8857
Batch 270, Loss: 1.8854
Batch 280, Loss: 1.8607
Batch 290, Loss: 1.8873
Batch 300, Loss: 1.9362
Batch 310, Loss: 1.8734
Batch 320, Loss: 1.8788
Batch 330, Loss: 1.8766
Batch 340, Loss: 1.8891
Batch 350, Loss: 1.8783
Batch 360, Loss: 1.8973
Batch 370, Loss: 1.8893
Batch 380, Loss: 1.8756
Batch 390, Loss: 1.8621
Epoch 5 learning rate: 0.05
Epoch 5 time: 118.98401522636414 seconds
Epoch 5 accuracy: 12.49%
Batch 10, Loss: 1.8510
Batch 20, Loss: 1.8717
Batch 30, Loss: 1.8629
Batch 40, Loss: 1.8650
Batch 50, Loss: 1.9004
Batch 60, Loss: 1.8410
Batch 70, Loss: 1.8588
Batch 80, Loss: 1.8387
Batch 90, Loss: 1.8625
Batch 100, Loss: 1.8543
Batch 110, Loss: 1.8433
Batch 120, Loss: 1.8509
Batch 130, Loss: 1.8463
Batch 140, Loss: 1.8515
Batch 150, Loss: 1.8164
Batch 160, Loss: 1.8578
Batch 170, Loss: 1.8482
Batch 180, Loss: 1.8176
Batch 190, Loss: 1.8584
Batch 200, Loss: 1.8651
Batch 210, Loss: 1.8497
Batch 220, Loss: 1.8345
Batch 230, Loss: 1.8331
Batch 240, Loss: 1.8242
Batch 250, Loss: 1.8169
Batch 260, Loss: 1.8267
Batch 270, Loss: 1.8028
Batch 280, Loss: 1.8121
Batch 290, Loss: 1.8142
Batch 300, Loss: 1.8049
Batch 310, Loss: 1.7976
Batch 320, Loss: 1.8288
Batch 330, Loss: 1.8075
Batch 340, Loss: 1.8402
Batch 350, Loss: 1.8190
Batch 360, Loss: 1.7939
Batch 370, Loss: 1.8161
Batch 380, Loss: 1.8102
Batch 390, Loss: 1.8010
Epoch 6 learning rate: 0.05
Epoch 6 time: 118.92346358299255 seconds
Epoch 6 accuracy: 13.8%
Batch 10, Loss: 1.8116
Batch 20, Loss: 1.7907
Batch 30, Loss: 1.8260
Batch 40, Loss: 1.7976
Batch 50, Loss: 1.7768
Batch 60, Loss: 1.7939
Batch 70, Loss: 1.7900
Batch 80, Loss: 1.7810
Batch 90, Loss: 1.7830
Batch 100, Loss: 1.7935
Batch 110, Loss: 1.7701
Batch 120, Loss: 1.7953
Batch 130, Loss: 1.7859
Batch 140, Loss: 1.7815
Batch 150, Loss: 1.7831
Batch 160, Loss: 1.7630
Batch 170, Loss: 1.7873
Batch 180, Loss: 1.7819
Batch 190, Loss: 1.7724
Batch 200, Loss: 1.7940
Batch 210, Loss: 1.7675
Batch 220, Loss: 1.7798
Batch 230, Loss: 1.7683
Batch 240, Loss: 1.7661
Batch 250, Loss: 1.7825
Batch 260, Loss: 1.7663
Batch 270, Loss: 1.7737
Batch 280, Loss: 1.7769
Batch 290, Loss: 1.7782
Batch 300, Loss: 1.7709
Batch 310, Loss: 1.7564
Batch 320, Loss: 1.7660
Batch 330, Loss: 1.7692
Batch 340, Loss: 1.7656
Batch 350, Loss: 1.7732
Batch 360, Loss: 1.7761
Batch 370, Loss: 1.7675
Batch 380, Loss: 1.7848
Batch 390, Loss: 1.7745
Epoch 7 learning rate: 0.05
Epoch 7 time: 118.97829484939575 seconds
Epoch 7 accuracy: 14.72%
Batch 10, Loss: 1.7578
Batch 20, Loss: 1.7586
Batch 30, Loss: 1.7665
Batch 40, Loss: 1.7619
Batch 50, Loss: 1.7629
Batch 60, Loss: 1.7615
Batch 70, Loss: 1.7537
Batch 80, Loss: 1.7653
Batch 90, Loss: 1.7450
Batch 100, Loss: 1.7503
Batch 110, Loss: 1.7615
Batch 120, Loss: 1.7519
Batch 130, Loss: 1.7775
Batch 140, Loss: 1.7561
Batch 150, Loss: 1.7676
Batch 160, Loss: 1.7452
Batch 170, Loss: 1.7657
Batch 180, Loss: 1.7395
Batch 190, Loss: 1.7434
Batch 200, Loss: 1.7424
Batch 210, Loss: 1.7500
Batch 220, Loss: 1.7468
Batch 230, Loss: 1.7569
Batch 240, Loss: 1.7659
Batch 250, Loss: 1.7444
Batch 260, Loss: 1.7443
Batch 270, Loss: 1.7295
Batch 280, Loss: 1.7470
Batch 290, Loss: 1.7529
Batch 300, Loss: 1.7467
Batch 310, Loss: 1.7299
Batch 320, Loss: 1.7575
Batch 330, Loss: 1.7503
Batch 340, Loss: 1.7394
Batch 350, Loss: 1.7520
Batch 360, Loss: 1.7394
Batch 370, Loss: 1.7603
Batch 380, Loss: 1.7435
Batch 390, Loss: 1.7529
Epoch 8 learning rate: 0.05
Epoch 8 time: 118.83659625053406 seconds
Epoch 8 accuracy: 14.18%
Batch 10, Loss: 1.7439
Batch 20, Loss: 1.7493
Batch 30, Loss: 1.7481
Batch 40, Loss: 1.7426
Batch 50, Loss: 1.7386
Batch 60, Loss: 1.7379
Batch 70, Loss: 1.7642
Batch 80, Loss: 1.7525
Batch 90, Loss: 1.7378
Batch 100, Loss: 1.7413
Batch 110, Loss: 1.7394
Batch 120, Loss: 1.7372
Batch 130, Loss: 1.7406
Batch 140, Loss: 1.7398
Batch 150, Loss: 1.7444
Batch 160, Loss: 1.7486
Batch 170, Loss: 1.7368
Batch 180, Loss: 1.7549
Batch 190, Loss: 1.7401
Batch 200, Loss: 1.7391
Batch 210, Loss: 1.7442
Batch 220, Loss: 1.7404
Batch 230, Loss: 1.7434
Batch 240, Loss: 1.7465
Batch 250, Loss: 1.7397
Batch 260, Loss: 1.7436
Batch 270, Loss: 1.7454
Batch 280, Loss: 1.7435
Batch 290, Loss: 1.7327
Batch 300, Loss: 1.7437
Batch 310, Loss: 1.7450
Batch 320, Loss: 1.7417
Batch 330, Loss: 1.7507
Batch 340, Loss: 1.7491
Batch 350, Loss: 1.7464
Batch 360, Loss: 1.7419
Batch 370, Loss: 1.7512
Batch 380, Loss: 1.7430
Batch 390, Loss: 1.7429
Epoch 9 learning rate: 0.05
Epoch 9 time: 118.92057991027832 seconds
Epoch 9 accuracy: 15.44%
Batch 10, Loss: 1.7372
Batch 20, Loss: 1.7288
Batch 30, Loss: 1.7365
Batch 40, Loss: 1.7429
Batch 50, Loss: 1.7373
Batch 60, Loss: 1.7451
Batch 70, Loss: 1.7478
Batch 80, Loss: 1.7430
Batch 90, Loss: 1.7371
Batch 100, Loss: 1.7469
Batch 110, Loss: 1.7434
Batch 120, Loss: 1.7485
Batch 130, Loss: 1.7438
Batch 140, Loss: 1.7294
Batch 150, Loss: 1.7417
Batch 160, Loss: 1.7405
Batch 170, Loss: 1.7382
Batch 180, Loss: 1.7508
Batch 190, Loss: 1.7372
Batch 200, Loss: 1.7401
Batch 210, Loss: 1.7444
Batch 220, Loss: 1.7354
Batch 230, Loss: 1.7411
Batch 240, Loss: 1.7437
Batch 250, Loss: 1.7401
Batch 260, Loss: 1.7357
Batch 270, Loss: 1.7266
Batch 280, Loss: 1.7410
Batch 290, Loss: 1.7478
Batch 300, Loss: 1.7441
Batch 310, Loss: 1.7485
Batch 320, Loss: 1.7376
Batch 330, Loss: 1.7438
Batch 340, Loss: 1.7387
Batch 350, Loss: 1.7450
Batch 360, Loss: 1.7414
Batch 370, Loss: 1.7489
Batch 380, Loss: 1.7373
Batch 390, Loss: 1.7339
Epoch 10 learning rate: 0.05
Epoch 10 time: 118.80493378639221 seconds
Epoch 10 accuracy: 15.4%
Batch 10, Loss: 1.7427
Batch 20, Loss: 1.7362
Batch 30, Loss: 1.7424
Batch 40, Loss: 1.7421
Batch 50, Loss: 1.7364
Batch 60, Loss: 1.7420
Batch 70, Loss: 1.7378
Batch 80, Loss: 1.7439
Batch 90, Loss: 1.7326
Batch 100, Loss: 1.7360
Batch 110, Loss: 1.7509
Batch 120, Loss: 1.7410
Batch 130, Loss: 1.7389
Batch 140, Loss: 1.7475
Batch 150, Loss: 1.7393
Batch 160, Loss: 1.7418
Batch 170, Loss: 1.7473
Batch 180, Loss: 1.7397
Batch 190, Loss: 1.7320
Batch 200, Loss: 1.7354
Batch 210, Loss: 1.7398
Batch 220, Loss: 1.7395
Batch 230, Loss: 1.7426
Batch 240, Loss: 1.7359
Batch 250, Loss: 1.7403
Batch 260, Loss: 1.7401
Batch 270, Loss: 1.7442
Batch 280, Loss: 1.7506
Batch 290, Loss: 1.7362
Batch 300, Loss: 1.7318
Batch 310, Loss: 1.7341
Batch 320, Loss: 1.7351
Batch 330, Loss: 1.7402
Batch 340, Loss: 1.7377
Batch 350, Loss: 1.7398
Batch 360, Loss: 1.7458
Batch 370, Loss: 1.7411
Batch 380, Loss: 1.7467
Batch 390, Loss: 1.7353
Epoch 11 learning rate: 0.05
Epoch 11 time: 118.85670566558838 seconds
Epoch 11 accuracy: 15.26%
Batch 10, Loss: 1.7347
Batch 20, Loss: 1.7428
Batch 30, Loss: 1.7415
Batch 40, Loss: 1.7385
Batch 50, Loss: 1.7484
Batch 60, Loss: 1.7397
Batch 70, Loss: 1.7382
Batch 80, Loss: 1.7426
Batch 90, Loss: 1.7445
Batch 100, Loss: 1.7378
Batch 110, Loss: 1.7387
Batch 120, Loss: 1.7340
Batch 130, Loss: 1.7390
Batch 140, Loss: 1.7369
Batch 150, Loss: 1.7356
Batch 160, Loss: 1.7381
Batch 170, Loss: 1.7322
Batch 180, Loss: 1.7358
Batch 190, Loss: 1.7420
Batch 200, Loss: 1.7364
Batch 210, Loss: 1.7401
Batch 220, Loss: 1.7385
Batch 230, Loss: 1.7402
Batch 240, Loss: 1.7334
Batch 250, Loss: 1.7372
Batch 260, Loss: 1.7511
Batch 270, Loss: 1.7419
Batch 280, Loss: 1.7406
Batch 290, Loss: 1.7421
Batch 300, Loss: 1.7460
Batch 310, Loss: 1.7362
Batch 320, Loss: 1.7460
Batch 330, Loss: 1.7470
Batch 340, Loss: 1.7388
Batch 350, Loss: 1.7444
Batch 360, Loss: 1.7345
Batch 370, Loss: 1.7413
Batch 380, Loss: 1.7362
Batch 390, Loss: 1.7375
Epoch 12 learning rate: 0.05
Epoch 12 time: 118.80694842338562 seconds
Epoch 12 accuracy: 15.18%
Batch 10, Loss: 1.7308
Batch 20, Loss: 1.7460
Batch 30, Loss: 1.7416
Batch 40, Loss: 1.7452
Batch 50, Loss: 1.7431
Batch 60, Loss: 1.7385
Batch 70, Loss: 1.7365
Batch 80, Loss: 1.7380
Batch 90, Loss: 1.7398
Batch 100, Loss: 1.7439
Batch 110, Loss: 1.7344
Batch 120, Loss: 1.7356
Batch 130, Loss: 1.7407
Batch 140, Loss: 1.7388
Batch 150, Loss: 1.7387
Batch 160, Loss: 1.7371
Batch 170, Loss: 1.7390
Batch 180, Loss: 1.7411
Batch 190, Loss: 1.7497
Batch 200, Loss: 1.7428
Batch 210, Loss: 1.7415
Batch 220, Loss: 1.7396
Batch 230, Loss: 1.7342
Batch 240, Loss: 1.7433
Batch 250, Loss: 1.7325
Batch 260, Loss: 1.7440
Batch 270, Loss: 1.7403
Batch 280, Loss: 1.7400
Batch 290, Loss: 1.7368
Batch 300, Loss: 1.7459
Batch 310, Loss: 1.7363
Batch 320, Loss: 1.7428
Batch 330, Loss: 1.7383
Batch 340, Loss: 1.7465
Batch 350, Loss: 1.7421
Batch 360, Loss: 1.7388
Batch 370, Loss: 1.7455
Batch 380, Loss: 1.7431
Batch 390, Loss: 1.7431
Epoch 13 learning rate: 0.05
Epoch 13 time: 118.78163933753967 seconds
Epoch 13 accuracy: 15.1%
Batch 10, Loss: 1.7429
Batch 20, Loss: 1.7415
Batch 30, Loss: 1.7402
Batch 40, Loss: 1.7436
Batch 50, Loss: 1.7445
Batch 60, Loss: 1.7392
Batch 70, Loss: 1.7441
Batch 80, Loss: 1.7401
Batch 90, Loss: 1.7417
Batch 100, Loss: 1.7471
Batch 110, Loss: 1.7404
Batch 120, Loss: 1.7358
Batch 130, Loss: 1.7424
Batch 140, Loss: 1.7511
Batch 150, Loss: 1.7399
Batch 160, Loss: 1.7482
Batch 170, Loss: 1.7422
Batch 180, Loss: 1.7373
Batch 190, Loss: 1.7416
Batch 200, Loss: 1.7426
Batch 210, Loss: 1.7381
Batch 220, Loss: 1.7469
Batch 230, Loss: 1.7471
Batch 240, Loss: 1.7423
Batch 250, Loss: 1.7457
Batch 260, Loss: 1.7425
Batch 270, Loss: 1.7408
Batch 280, Loss: 1.7417
Batch 290, Loss: 1.7362
Batch 300, Loss: 1.7393
Batch 310, Loss: 1.7424
Batch 320, Loss: 1.7384
Batch 330, Loss: 1.7438
Batch 340, Loss: 1.7428
Batch 350, Loss: 1.7422
Batch 360, Loss: 1.7410
Batch 370, Loss: 1.7475
Batch 380, Loss: 1.7394
Batch 390, Loss: 1.7411
Epoch 14 learning rate: 0.05
Epoch 14 time: 118.7302176952362 seconds
Epoch 14 accuracy: 14.41%
Batch 10, Loss: 1.7442
Batch 20, Loss: 1.7458
Batch 30, Loss: 1.7476
Batch 40, Loss: 1.7437
Batch 50, Loss: 1.7391
Batch 60, Loss: 1.7459
Batch 70, Loss: 1.7422
Batch 80, Loss: 1.7463
Batch 90, Loss: 1.7444
Batch 100, Loss: 1.7427
Batch 110, Loss: 1.7463
Batch 120, Loss: 1.7407
Batch 130, Loss: 1.7410
Batch 140, Loss: 1.7397
Batch 150, Loss: 1.7380
Batch 160, Loss: 1.7440
Batch 170, Loss: 1.7486
Batch 180, Loss: 1.7466
Batch 190, Loss: 1.7451
Batch 200, Loss: 1.7430
Batch 210, Loss: 1.7493
Batch 220, Loss: 1.7419
Batch 230, Loss: 1.7427
Batch 240, Loss: 1.7409
Batch 250, Loss: 1.7424
Batch 260, Loss: 1.7397
Batch 270, Loss: 1.7388
Batch 280, Loss: 1.7429
Batch 290, Loss: 1.7453
Batch 300, Loss: 1.7438
Batch 310, Loss: 1.7452
Batch 320, Loss: 1.7435
Batch 330, Loss: 1.7453
Batch 340, Loss: 1.7394
Batch 350, Loss: 1.7405
Batch 360, Loss: 1.7465
Batch 370, Loss: 1.7453
Batch 380, Loss: 1.7423
Batch 390, Loss: 1.7470
Epoch 15 learning rate: 0.05
Epoch 15 time: 118.75907349586487 seconds
Epoch 15 accuracy: 15.11%
Batch 10, Loss: 1.7410
Batch 20, Loss: 1.7437
Batch 30, Loss: 1.7441
Batch 40, Loss: 1.7403
Batch 50, Loss: 1.7445
Batch 60, Loss: 1.7416
Batch 70, Loss: 1.7443
Batch 80, Loss: 1.7496
Batch 90, Loss: 1.7398
Batch 100, Loss: 1.7446
Batch 110, Loss: 1.7459
Batch 120, Loss: 1.7432
Batch 130, Loss: 1.7447
Batch 140, Loss: 1.7428
Batch 150, Loss: 1.7501
Batch 160, Loss: 1.7422
Batch 170, Loss: 1.7429
Batch 180, Loss: 1.7459
Batch 190, Loss: 1.7435
Batch 200, Loss: 1.7450
Batch 210, Loss: 1.7405
Batch 220, Loss: 1.7491
Batch 230, Loss: 1.7397
Batch 240, Loss: 1.7440
Batch 250, Loss: 1.7486
Batch 260, Loss: 1.7463
Batch 270, Loss: 1.7496
Batch 280, Loss: 1.7484
Batch 290, Loss: 1.7497
Batch 300, Loss: 1.7467
Batch 310, Loss: 1.7458
Batch 320, Loss: 1.7489
Batch 330, Loss: 1.7433
Batch 340, Loss: 1.7425
Batch 350, Loss: 1.7429
Batch 360, Loss: 1.7494
Batch 370, Loss: 1.7453
Batch 380, Loss: 1.7488
Batch 390, Loss: 1.7465
Epoch 16 learning rate: 0.05
Epoch 16 time: 118.82347559928894 seconds
Epoch 16 accuracy: 15.29%
Batch 10, Loss: 1.7489
Batch 20, Loss: 1.7472
Batch 30, Loss: 1.7478
Batch 40, Loss: 1.7495
Batch 50, Loss: 1.7450
Batch 60, Loss: 1.7453
Batch 70, Loss: 1.7447
Batch 80, Loss: 1.7483
Batch 90, Loss: 1.7438
Batch 100, Loss: 1.7455
Batch 110, Loss: 1.7458
Batch 120, Loss: 1.7473
Batch 130, Loss: 1.7446
Batch 140, Loss: 1.7488
Batch 150, Loss: 1.7481
Batch 160, Loss: 1.7473
Batch 170, Loss: 1.7476
Batch 180, Loss: 1.7468
Batch 190, Loss: 1.7497
Batch 200, Loss: 1.7454
Batch 210, Loss: 1.7473
Batch 220, Loss: 1.7430
Batch 230, Loss: 1.7452
Batch 240, Loss: 1.7473
Batch 250, Loss: 1.7473
Batch 260, Loss: 1.7484
Batch 270, Loss: 1.7481
Batch 280, Loss: 1.7449
Batch 290, Loss: 1.7457
Batch 300, Loss: 1.7472
Batch 310, Loss: 1.7485
Batch 320, Loss: 1.7460
Batch 330, Loss: 1.7504
Batch 340, Loss: 1.7489
Batch 350, Loss: 1.7480
Batch 360, Loss: 1.7495
Batch 370, Loss: 1.7455
Batch 380, Loss: 1.7483
Batch 390, Loss: 1.7465
Epoch 17 learning rate: 0.05
Epoch 17 time: 118.81664443016052 seconds
Epoch 17 accuracy: 14.8%
Batch 10, Loss: 1.7483
Batch 20, Loss: 1.7484
Batch 30, Loss: 1.7478
Batch 40, Loss: 1.7471
Batch 50, Loss: 1.7469
Batch 60, Loss: 1.7512
Batch 70, Loss: 1.7474
Batch 80, Loss: 1.7486
Batch 90, Loss: 1.7494
Batch 100, Loss: 1.7486
Batch 110, Loss: 1.7472
Batch 120, Loss: 1.7444
Batch 130, Loss: 1.7477
Batch 140, Loss: 1.7483
Batch 150, Loss: 1.7494
Batch 160, Loss: 1.7463
Batch 170, Loss: 1.7471
Batch 180, Loss: 1.7473
Batch 190, Loss: 1.7504
Batch 200, Loss: 1.7484
Batch 210, Loss: 1.7510
Batch 220, Loss: 1.7497
Batch 230, Loss: 1.7498
Batch 240, Loss: 1.7478
Batch 250, Loss: 1.7503
Batch 260, Loss: 1.7492
Batch 270, Loss: 1.7517
Batch 280, Loss: 1.7482
Batch 290, Loss: 1.7495
Batch 300, Loss: 1.7518
Batch 310, Loss: 1.7506
Batch 320, Loss: 1.7494
Batch 330, Loss: 1.7515
Batch 340, Loss: 1.7490
Batch 350, Loss: 1.7499
Batch 360, Loss: 1.7483
Batch 370, Loss: 1.7496
Batch 380, Loss: 1.7497
Batch 390, Loss: 1.7494
Epoch 18 learning rate: 0.05
Epoch 18 time: 118.79024934768677 seconds
Epoch 18 accuracy: 14.93%
Batch 10, Loss: 1.7493
Batch 20, Loss: 1.7504
Batch 30, Loss: 1.7489
Batch 40, Loss: 1.7486
Batch 50, Loss: 1.7501
Batch 60, Loss: 1.7513
Batch 70, Loss: 1.7499
Batch 80, Loss: 1.7499
Batch 90, Loss: 1.7500
Batch 100, Loss: 1.7502
Batch 110, Loss: 1.7474
Batch 120, Loss: 1.7493
Batch 130, Loss: 1.7485
Batch 140, Loss: 1.7506
Batch 150, Loss: 1.7485
Batch 160, Loss: 1.7490
Batch 170, Loss: 1.7507
Batch 180, Loss: 1.7479
Batch 190, Loss: 1.7484
Batch 200, Loss: 1.7515
Batch 210, Loss: 1.7506
Batch 220, Loss: 1.7492
