The following modules were not unloaded:
  (Use "module --force purge" to unload all):

  1) CCconfig        6)  ucx/1.14.1         11) flexiblas/3.3.1
  2) gentoo/2023     7)  libfabric/1.18.0   12) imkl/2023.2.0
  3) gcccore/.12.3   8)  pmix/4.2.4         13) StdEnv/2023
  4) gcc/12.3        9)  ucc/1.2.0
  5) hwloc/2.9.1     10) openmpi/4.1.5
/project/6070520/tkleinkn/Vanilla-GAM/main_cifar.py:216: UserWarning: You have chosen a specific GPU. This will completely disable data parallelism.
  warnings.warn('You have chosen a specific GPU. This will completely '
model name space ['resnet101_c', 'resnet152_c', 'resnet18_c', 'resnet34_c', 'resnet50_c']
Use GPU: 0 for training
=> creating model 'resnet18_c'
Files already downloaded and verified
Files already downloaded and verified
tensorboard dir ./results/CIFAR10/GAMNonAccelerated/basicaug/lr-0.1/batchsize-128/2024-08-04-19:31:39
Using non-accelerated GAM
/home/tkleinkn/GAMtest/lib/python3.11/site-packages/torch/autograd/graph.py:744: UserWarning: Using backward() with create_graph=True will create a reference cycle between the parameter and its gradient which can cause a memory leak. We recommend using autograd.grad when creating the graph to avoid this. If you have to use this function, make sure to reset the .grad fields of your parameters to None after use to break the cycle and avoid the leak. (Triggered internally at /home/coulombc/wheels_builder/tmp.2617/python-3.11/torch/torch/csrc/autograd/engine.cpp:1203.)
Batch 300, Loss: 1.0079
Batch 310, Loss: 0.9811
Batch 320, Loss: 0.9847
Batch 330, Loss: 0.9707
Batch 340, Loss: 0.9460
Batch 350, Loss: 0.9302
Batch 360, Loss: 0.9556
Batch 370, Loss: 0.9119
Batch 380, Loss: 0.9182
Batch 390, Loss: 0.9215
Epoch 3 learning rate: 0.09911436253643444
Epoch 3 time: 236.39090085029602 seconds
Epoch 3 accuracy: 55.25%
Batch 10, Loss: 0.9206
Batch 20, Loss: 0.9239
Batch 30, Loss: 0.8919
Batch 40, Loss: 0.9114
Batch 50, Loss: 0.9172
Batch 60, Loss: 0.9156
Batch 70, Loss: 0.9090
Batch 80, Loss: 0.8800
Batch 90, Loss: 0.8599
Batch 100, Loss: 0.8946
Batch 110, Loss: 0.8928
Batch 120, Loss: 0.8659
Batch 130, Loss: 0.8677
Batch 140, Loss: 0.8434
Batch 150, Loss: 0.8911
Batch 160, Loss: 0.8251
Batch 170, Loss: 0.8115
Batch 180, Loss: 0.8461
Batch 190, Loss: 0.8390
Batch 200, Loss: 0.8290
Batch 210, Loss: 0.8329
Batch 220, Loss: 0.8831
Batch 230, Loss: 0.8878
Batch 240, Loss: 0.8200
Batch 250, Loss: 0.8606
Batch 260, Loss: 0.8463
Batch 270, Loss: 0.8509
Batch 280, Loss: 0.8623
Batch 290, Loss: 0.8281
Batch 300, Loss: 0.8227
Batch 310, Loss: 0.7990
Batch 320, Loss: 0.7981
Batch 330, Loss: 0.8335
Batch 340, Loss: 0.8261
Batch 350, Loss: 0.7822
Batch 360, Loss: 0.8237
Batch 370, Loss: 0.7829
Batch 380, Loss: 0.8050
Batch 390, Loss: 0.7880
Epoch 4 learning rate: 0.09842915805643154
Epoch 4 time: 236.44417548179626 seconds
Epoch 4 accuracy: 62.43%
Batch 10, Loss: 0.7851
Batch 20, Loss: 0.7516
Batch 30, Loss: 0.8048
Batch 40, Loss: 0.8024
Batch 50, Loss: 0.7918
Batch 60, Loss: 0.7825
Batch 70, Loss: 0.8084
Batch 80, Loss: 0.7127
Batch 90, Loss: 0.7656
Batch 100, Loss: 0.7796
Batch 110, Loss: 0.7642
Batch 120, Loss: 0.7568
Batch 130, Loss: 0.7279
Batch 140, Loss: 0.7391
Batch 150, Loss: 0.7445
Batch 160, Loss: 0.7710
Batch 170, Loss: 0.7041
Batch 180, Loss: 0.7159
Batch 190, Loss: 0.7501
Batch 200, Loss: 0.7617
Batch 210, Loss: 0.7472
Batch 220, Loss: 0.7181
Batch 230, Loss: 0.7445
Batch 240, Loss: 0.7332
Batch 250, Loss: 0.7358
Batch 260, Loss: 0.7523
Batch 270, Loss: 0.7570
Batch 280, Loss: 0.7326
Batch 290, Loss: 0.7088
Batch 300, Loss: 0.7141
Batch 310, Loss: 0.7047
Batch 320, Loss: 0.7178
Batch 330, Loss: 0.7012
Batch 340, Loss: 0.7335
Batch 350, Loss: 0.7419
Batch 360, Loss: 0.7218
Batch 370, Loss: 0.7013
Batch 380, Loss: 0.7164
Batch 390, Loss: 0.6892
Epoch 5 learning rate: 0.09755282581475767
Epoch 5 time: 236.26254868507385 seconds
Epoch 5 accuracy: 66.33%
Batch 10, Loss: 0.6969
Batch 20, Loss: 0.7117
Batch 30, Loss: 0.6736
Batch 40, Loss: 0.6345
Batch 50, Loss: 0.6516
Batch 60, Loss: 0.6730
Batch 70, Loss: 0.6826
Batch 80, Loss: 0.7029
Batch 90, Loss: 0.6899
Batch 100, Loss: 0.6926
Batch 110, Loss: 0.6733
Batch 120, Loss: 0.6885
Batch 130, Loss: 0.6740
Batch 140, Loss: 0.6728
Batch 150, Loss: 0.6857
Batch 160, Loss: 0.6362
Batch 170, Loss: 0.7009
Batch 180, Loss: 0.6507
Batch 190, Loss: 0.6600
Batch 200, Loss: 0.7127
Batch 210, Loss: 0.6720
Batch 220, Loss: 0.6693
Batch 230, Loss: 0.6502
Batch 240, Loss: 0.6673
Batch 250, Loss: 0.6250
Batch 260, Loss: 0.6512
Batch 270, Loss: 0.6461
Batch 280, Loss: 0.6682
Batch 290, Loss: 0.6242
Batch 300, Loss: 0.6392
Batch 310, Loss: 0.6298
Batch 320, Loss: 0.6435
Batch 330, Loss: 0.6907
Batch 340, Loss: 0.6506
Batch 350, Loss: 0.6414
Batch 360, Loss: 0.6157
Batch 370, Loss: 0.6226
Batch 380, Loss: 0.6099
Batch 390, Loss: 0.6699
Epoch 6 learning rate: 0.09648882429441256
Epoch 6 time: 236.18958926200867 seconds
Epoch 6 accuracy: 68.72%
Batch 10, Loss: 0.6475
Batch 20, Loss: 0.5768
Batch 30, Loss: 0.5681
Batch 40, Loss: 0.6212
Batch 50, Loss: 0.6012
Batch 60, Loss: 0.5815
Batch 70, Loss: 0.6023
Batch 80, Loss: 0.5951
Batch 90, Loss: 0.5786
Batch 100, Loss: 0.6275
Batch 110, Loss: 0.5893
Batch 120, Loss: 0.5794
Batch 130, Loss: 0.5920
Batch 140, Loss: 0.5709
Batch 150, Loss: 0.5921
Batch 160, Loss: 0.5716
Batch 170, Loss: 0.5729
Batch 180, Loss: 0.6261
Batch 190, Loss: 0.5889
Batch 200, Loss: 0.5881
Batch 210, Loss: 0.5669
Batch 220, Loss: 0.5369
Batch 230, Loss: 0.5885
Batch 240, Loss: 0.5365
Batch 250, Loss: 0.5398
Batch 260, Loss: 0.5415
Batch 270, Loss: 0.5472
Batch 280, Loss: 0.5307
Batch 290, Loss: 0.5730
Batch 300, Loss: 0.5531
Batch 310, Loss: 0.5405
Batch 320, Loss: 0.5643
Batch 330, Loss: 0.5522
Batch 340, Loss: 0.5376
Batch 350, Loss: 0.5641
Batch 360, Loss: 0.5229
Batch 370, Loss: 0.5368
Batch 380, Loss: 0.5203
Batch 390, Loss: 0.5132
Epoch 7 learning rate: 0.09524135262330098
Epoch 7 time: 236.26343822479248 seconds
Epoch 7 accuracy: 74.41%
Batch 10, Loss: 0.5132
Batch 20, Loss: 0.5141
Batch 30, Loss: 0.5085
Batch 40, Loss: 0.5387
Batch 50, Loss: 0.4962
Batch 60, Loss: 0.5160
Batch 70, Loss: 0.4823
Batch 80, Loss: 0.5196
Batch 90, Loss: 0.4920
Batch 100, Loss: 0.5115
Batch 110, Loss: 0.4944
Batch 120, Loss: 0.4980
Batch 130, Loss: 0.5227
Batch 140, Loss: 0.5091
Batch 150, Loss: 0.4998
Batch 160, Loss: 0.4765
Batch 170, Loss: 0.5270
Batch 180, Loss: 0.5191
Batch 190, Loss: 0.5115
Batch 200, Loss: 0.4538
Batch 210, Loss: 0.5050
Batch 220, Loss: 0.4657
Batch 230, Loss: 0.4942
Batch 240, Loss: 0.4635
Batch 250, Loss: 0.4874
Batch 260, Loss: 0.5091
Batch 270, Loss: 0.4777
Batch 280, Loss: 0.5014
Batch 290, Loss: 0.4624
Batch 300, Loss: 0.4576
Batch 310, Loss: 0.4891
Batch 320, Loss: 0.4721
Batch 330, Loss: 0.4820
Batch 340, Loss: 0.4915
Batch 350, Loss: 0.4992
Batch 360, Loss: 0.4822
Batch 370, Loss: 0.4558
Batch 380, Loss: 0.4818
Batch 390, Loss: 0.5018
Epoch 8 learning rate: 0.09381533400219318
Epoch 8 time: 236.28166961669922 seconds
Epoch 8 accuracy: 76.72%
Batch 10, Loss: 0.4872
Batch 20, Loss: 0.4601
Batch 30, Loss: 0.4484
Batch 40, Loss: 0.4567
Batch 50, Loss: 0.4302
Batch 60, Loss: 0.4347
Batch 70, Loss: 0.4811
Batch 80, Loss: 0.4490
Batch 90, Loss: 0.4787
Batch 100, Loss: 0.5007
Batch 110, Loss: 0.4284
Batch 120, Loss: 0.4303
Batch 130, Loss: 0.4380
Batch 140, Loss: 0.4981
Batch 150, Loss: 0.4474
Batch 160, Loss: 0.4326
Batch 170, Loss: 0.4362
Batch 180, Loss: 0.4368
Batch 190, Loss: 0.4542
Batch 200, Loss: 0.4341
Batch 210, Loss: 0.4288
Batch 220, Loss: 0.4455
Batch 230, Loss: 0.4315
Batch 240, Loss: 0.4697
Batch 250, Loss: 0.4594
Batch 260, Loss: 0.4508
Batch 270, Loss: 0.4578
Batch 280, Loss: 0.4873
Batch 290, Loss: 0.4550
Batch 300, Loss: 0.3939
Batch 310, Loss: 0.4343
Batch 320, Loss: 0.4548
Batch 330, Loss: 0.4352
Batch 340, Loss: 0.4413
Batch 350, Loss: 0.4339
Batch 360, Loss: 0.4431
Batch 370, Loss: 0.4406
Batch 380, Loss: 0.4538
Batch 390, Loss: 0.4141
Epoch 9 learning rate: 0.09221639627510075
Epoch 9 time: 236.28685426712036 seconds
Epoch 9 accuracy: 76.94%
Batch 10, Loss: 0.4125
Batch 20, Loss: 0.4664
Batch 30, Loss: 0.4175
Batch 40, Loss: 0.4252
Batch 50, Loss: 0.4036
Batch 60, Loss: 0.4186
Batch 70, Loss: 0.4295
Batch 80, Loss: 0.4061
Batch 90, Loss: 0.4184
Batch 100, Loss: 0.4254
Batch 110, Loss: 0.3745
Batch 120, Loss: 0.4091
Batch 130, Loss: 0.4427
Batch 140, Loss: 0.3674
Batch 150, Loss: 0.4497
Batch 160, Loss: 0.4117
Batch 170, Loss: 0.4277
Batch 180, Loss: 0.3752
Batch 190, Loss: 0.4167
Batch 200, Loss: 0.3872
Batch 210, Loss: 0.4275
Batch 220, Loss: 0.4045
Batch 230, Loss: 0.4225
Batch 240, Loss: 0.4320
Batch 250, Loss: 0.4371
Batch 260, Loss: 0.4027
Batch 270, Loss: 0.4351
Batch 280, Loss: 0.4502
Batch 290, Loss: 0.3672
Batch 300, Loss: 0.4181
Batch 310, Loss: 0.4565
Batch 320, Loss: 0.3911
Batch 330, Loss: 0.3738
Batch 340, Loss: 0.3971
Batch 350, Loss: 0.4120
Batch 360, Loss: 0.4115
Batch 370, Loss: 0.4231
Batch 380, Loss: 0.4254
Batch 390, Loss: 0.3680
Epoch 10 learning rate: 0.09045084971874737
Epoch 10 time: 236.41054511070251 seconds
Epoch 10 accuracy: 79.9%
Batch 10, Loss: 0.3706
Batch 20, Loss: 0.3753
Batch 30, Loss: 0.4244
Batch 40, Loss: 0.3517
Batch 50, Loss: 0.4105
Batch 60, Loss: 0.3903
Batch 70, Loss: 0.4113
Batch 80, Loss: 0.3788
Batch 90, Loss: 0.4160
Batch 100, Loss: 0.3991
Batch 110, Loss: 0.3984
Batch 120, Loss: 0.4285
Batch 130, Loss: 0.4244
Batch 140, Loss: 0.3952
Batch 150, Loss: 0.4405
Batch 160, Loss: 0.3967
Batch 170, Loss: 0.4002
Batch 180, Loss: 0.4017
Batch 190, Loss: 0.3687
Batch 200, Loss: 0.4087
Batch 210, Loss: 0.3748
Batch 220, Loss: 0.3898
Batch 230, Loss: 0.3811
Batch 240, Loss: 0.3611
Batch 250, Loss: 0.3986
Batch 260, Loss: 0.3781
Batch 270, Loss: 0.4227
Batch 280, Loss: 0.4424
Batch 290, Loss: 0.4035
Batch 300, Loss: 0.3904
Batch 310, Loss: 0.4002
Batch 320, Loss: 0.3704
Batch 330, Loss: 0.4278
Batch 340, Loss: 0.3957
Batch 350, Loss: 0.4072
Batch 360, Loss: 0.4083
Batch 370, Loss: 0.3956
Batch 380, Loss: 0.3525
Batch 390, Loss: 0.3866
Epoch 11 learning rate: 0.08852566213878946
Epoch 11 time: 236.2318561077118 seconds
Epoch 11 accuracy: 81.65%
Batch 10, Loss: 0.3838
Batch 20, Loss: 0.3651
Batch 30, Loss: 0.3641
Batch 40, Loss: 0.3371
Batch 50, Loss: 0.4062
Batch 60, Loss: 0.3508
Batch 70, Loss: 0.3611
Batch 80, Loss: 0.4138
Batch 90, Loss: 0.3833
Batch 100, Loss: 0.3799
Batch 110, Loss: 0.3746
Batch 120, Loss: 0.3605
Batch 130, Loss: 0.3581
Batch 140, Loss: 0.3827
Batch 150, Loss: 0.3796
Batch 160, Loss: 0.3897
Batch 170, Loss: 0.3904
Batch 180, Loss: 0.3827
Batch 190, Loss: 0.3597
Batch 200, Loss: 0.3627
Batch 210, Loss: 0.3527
Batch 220, Loss: 0.3353
Batch 230, Loss: 0.3401
Batch 240, Loss: 0.3361
Batch 250, Loss: 0.3715
Batch 260, Loss: 0.3498
Batch 270, Loss: 0.3775
Batch 280, Loss: 0.3656
Batch 290, Loss: 0.3692
Batch 300, Loss: 0.3455
Batch 310, Loss: 0.3620
Batch 320, Loss: 0.3672
Batch 330, Loss: 0.3508
Batch 340, Loss: 0.3841
Batch 350, Loss: 0.3682
Batch 360, Loss: 0.3534
Batch 370, Loss: 0.3574
Batch 380, Loss: 0.3378
Batch 390, Loss: 0.3636
Epoch 12 learning rate: 0.08644843137107057
Epoch 12 time: 236.25716948509216 seconds
Epoch 12 accuracy: 81.05%
Batch 10, Loss: 0.3880
Batch 20, Loss: 0.3680
Batch 30, Loss: 0.3573
Batch 40, Loss: 0.3753
Batch 50, Loss: 0.3369
Batch 60, Loss: 0.3619
Batch 70, Loss: 0.3495
Batch 80, Loss: 0.3415
Batch 90, Loss: 0.3386
Batch 100, Loss: 0.3374
Batch 110, Loss: 0.3398
Batch 120, Loss: 0.3229
Batch 130, Loss: 0.3287
Batch 140, Loss: 0.3589
Batch 150, Loss: 0.4031
Batch 160, Loss: 0.3576
Batch 170, Loss: 0.3831
Batch 180, Loss: 0.3523
Batch 190, Loss: 0.3467
Batch 200, Loss: 0.3606
Batch 210, Loss: 0.3441
Batch 220, Loss: 0.3157
Batch 230, Loss: 0.3582
Batch 240, Loss: 0.3577
Batch 250, Loss: 0.3812
Batch 260, Loss: 0.3587
Batch 270, Loss: 0.3328
Batch 280, Loss: 0.3508
Batch 290, Loss: 0.3594
Batch 300, Loss: 0.3730
Batch 310, Loss: 0.3675
Batch 320, Loss: 0.3435
Batch 330, Loss: 0.3586
Batch 340, Loss: 0.3274
Batch 350, Loss: 0.3507
Batch 360, Loss: 0.3477
Batch 370, Loss: 0.3642
Batch 380, Loss: 0.3756
Batch 390, Loss: 0.3708
Epoch 13 learning rate: 0.08422735529643442
Epoch 13 time: 236.2192485332489 seconds
Epoch 13 accuracy: 81.84%
Batch 10, Loss: 0.3594
Batch 20, Loss: 0.3465
Batch 30, Loss: 0.3482
Batch 40, Loss: 0.3524
Batch 50, Loss: 0.3073
Batch 60, Loss: 0.3207
Batch 70, Loss: 0.3195
Batch 80, Loss: 0.3419
Batch 90, Loss: 0.3419
Batch 100, Loss: 0.3657
Batch 110, Loss: 0.3223
Batch 120, Loss: 0.3378
Batch 130, Loss: 0.3374
Batch 140, Loss: 0.3375
Batch 150, Loss: 0.3133
Batch 160, Loss: 0.3362
Batch 170, Loss: 0.3390
Batch 180, Loss: 0.3332
Batch 190, Loss: 0.3258
Batch 200, Loss: 0.3428
Batch 210, Loss: 0.3408
Batch 220, Loss: 0.3463
Batch 230, Loss: 0.3264
Batch 240, Loss: 0.3353
Batch 250, Loss: 0.3232
Batch 260, Loss: 0.3218
Batch 270, Loss: 0.3468
Batch 280, Loss: 0.3837
Batch 290, Loss: 0.3008
Batch 300, Loss: 0.3261
Batch 310, Loss: 0.3239
Batch 320, Loss: 0.3429
Batch 330, Loss: 0.3643
Batch 340, Loss: 0.3280
Batch 350, Loss: 0.3681
Batch 360, Loss: 0.3851
Batch 370, Loss: 0.3570
Batch 380, Loss: 0.3380
Batch 390, Loss: 0.3406
Epoch 14 learning rate: 0.08187119948743447
Epoch 14 time: 236.2243103981018 seconds
Epoch 14 accuracy: 81.11%
Batch 10, Loss: 0.3532
Batch 20, Loss: 0.3021
Batch 30, Loss: 0.3066
Batch 40, Loss: 0.3258
Batch 50, Loss: 0.3571
Batch 60, Loss: 0.3163
Batch 70, Loss: 0.3058
Batch 80, Loss: 0.3475
Batch 90, Loss: 0.3149
Batch 100, Loss: 0.3800
Batch 110, Loss: 0.2776
Batch 120, Loss: 0.3368
Batch 130, Loss: 0.3031
Batch 140, Loss: 0.3467
Batch 150, Loss: 0.3471
Batch 160, Loss: 0.3137
Batch 170, Loss: 0.3393
Batch 180, Loss: 0.3376
Batch 190, Loss: 0.3225
Batch 200, Loss: 0.3326
Batch 210, Loss: 0.3339
Batch 220, Loss: 0.3304
Batch 230, Loss: 0.3009
Batch 240, Loss: 0.3045
Batch 250, Loss: 0.3174
Batch 260, Loss: 0.3287
Batch 270, Loss: 0.3413
Batch 280, Loss: 0.3143
Batch 290, Loss: 0.3412
Batch 300, Loss: 0.3122
Batch 310, Loss: 0.3131
Batch 320, Loss: 0.3258
Batch 330, Loss: 0.3299
Batch 340, Loss: 0.3223
Batch 350, Loss: 0.3200
Batch 360, Loss: 0.3190
Batch 370, Loss: 0.3134
Batch 380, Loss: 0.3101
Batch 390, Loss: 0.3283
Epoch 15 learning rate: 0.07938926261462366
Epoch 15 time: 236.32311415672302 seconds
Epoch 15 accuracy: 81.39%
Batch 10, Loss: 0.3081
Batch 20, Loss: 0.3047
Batch 30, Loss: 0.3098
Batch 40, Loss: 0.3137
Batch 50, Loss: 0.2938
Batch 60, Loss: 0.2624
Batch 70, Loss: 0.3015
Batch 80, Loss: 0.2860
Batch 90, Loss: 0.3256
Batch 100, Loss: 0.3157
Batch 110, Loss: 0.3270
Batch 120, Loss: 0.2997
Batch 130, Loss: 0.2973
Batch 140, Loss: 0.2866
Batch 150, Loss: 0.3249
Batch 160, Loss: 0.3089
Batch 170, Loss: 0.3003
Batch 180, Loss: 0.2793
Batch 190, Loss: 0.3264
Batch 200, Loss: 0.2739
Batch 210, Loss: 0.3116
Batch 220, Loss: 0.2832
Batch 230, Loss: 0.3209
Batch 240, Loss: 0.3348
Batch 250, Loss: 0.3541
Batch 260, Loss: 0.3194
Batch 270, Loss: 0.3345
Batch 280, Loss: 0.3384
Batch 290, Loss: 0.3350
Batch 300, Loss: 0.2846
Batch 310, Loss: 0.3509
Batch 320, Loss: 0.3245
Batch 330, Loss: 0.3240
Batch 340, Loss: 0.3223
Batch 350, Loss: 0.3276
Batch 360, Loss: 0.3155
Batch 370, Loss: 0.3087
Batch 380, Loss: 0.3362
Batch 390, Loss: 0.3225
Epoch 16 learning rate: 0.07679133974894982
Epoch 16 time: 236.34709858894348 seconds
Epoch 16 accuracy: 85.9%
Batch 10, Loss: 0.2909
Batch 20, Loss: 0.3011
Batch 30, Loss: 0.3053
Batch 40, Loss: 0.2506
Batch 50, Loss: 0.2668
Batch 60, Loss: 0.2956
Batch 70, Loss: 0.3133
Batch 80, Loss: 0.3000
Batch 90, Loss: 0.3088
Batch 100, Loss: 0.2726
Batch 110, Loss: 0.2936
Batch 120, Loss: 0.2960
Batch 130, Loss: 0.3261
Batch 140, Loss: 0.3126
Batch 150, Loss: 0.2683
Batch 160, Loss: 0.2988
Batch 170, Loss: 0.3237
Batch 180, Loss: 0.3241
Batch 190, Loss: 0.3243
Batch 200, Loss: 0.3176
Batch 210, Loss: 0.3093
Batch 220, Loss: 0.3224
Batch 230, Loss: 0.3010
Batch 240, Loss: 0.2845
Batch 250, Loss: 0.2935
Batch 260, Loss: 0.2727
Batch 270, Loss: 0.2785
Batch 280, Loss: 0.2926
Batch 290, Loss: 0.3117
Batch 300, Loss: 0.2821
Batch 310, Loss: 0.3105
Batch 320, Loss: 0.3229
Batch 330, Loss: 0.2988
Batch 340, Loss: 0.2964
Batch 350, Loss: 0.2966
Batch 360, Loss: 0.2807
Batch 370, Loss: 0.3013
Batch 380, Loss: 0.3087
Batch 390, Loss: 0.2939
Epoch 17 learning rate: 0.07408768370508576
Epoch 17 time: 236.1825671195984 seconds
Epoch 17 accuracy: 84.74%
Batch 10, Loss: 0.2610
Batch 20, Loss: 0.2813
Batch 30, Loss: 0.2646
Batch 40, Loss: 0.2820
Batch 50, Loss: 0.2436
Batch 60, Loss: 0.2733
Batch 70, Loss: 0.2861
Batch 80, Loss: 0.2800
Batch 90, Loss: 0.2543
Batch 100, Loss: 0.2612
Batch 110, Loss: 0.3096
Batch 120, Loss: 0.2531
Batch 130, Loss: 0.2917
Batch 140, Loss: 0.2958
Batch 150, Loss: 0.2473
Batch 160, Loss: 0.2987
Batch 170, Loss: 0.3084
Batch 180, Loss: 0.2973
Batch 190, Loss: 0.2850
Batch 200, Loss: 0.3099
Batch 210, Loss: 0.2914
Batch 220, Loss: 0.3027
Batch 230, Loss: 0.3136
Batch 240, Loss: 0.2983
Batch 250, Loss: 0.3218
Batch 260, Loss: 0.2775
Batch 270, Loss: 0.2657
Batch 280, Loss: 0.2614
Batch 290, Loss: 0.2742
Batch 300, Loss: 0.2940
Batch 310, Loss: 0.3043
Batch 320, Loss: 0.2840
Batch 330, Loss: 0.2733
Batch 340, Loss: 0.2845
Batch 350, Loss: 0.2902
Batch 360, Loss: 0.2983
Batch 370, Loss: 0.3023
Batch 380, Loss: 0.3098
Batch 390, Loss: 0.3010
Epoch 18 learning rate: 0.07128896457825362
Epoch 18 time: 236.2477991580963 seconds
Epoch 18 accuracy: 84.67%
Batch 10, Loss: 0.2733
Batch 20, Loss: 0.2473
Batch 30, Loss: 0.2499
Batch 40, Loss: 0.2465
Batch 50, Loss: 0.2537
Batch 60, Loss: 0.2500
Batch 70, Loss: 0.2387
Batch 80, Loss: 0.2485
Batch 90, Loss: 0.2922
Batch 100, Loss: 0.2510
Batch 110, Loss: 0.2563
Batch 120, Loss: 0.2840
Batch 130, Loss: 0.2827
Batch 140, Loss: 0.3053
Batch 150, Loss: 0.2928
Batch 160, Loss: 0.2789
Batch 170, Loss: 0.2417
