The following modules were not unloaded:
  (Use "module --force purge" to unload all):

  1) CCconfig        6)  ucx/1.14.1         11) flexiblas/3.3.1
  2) gentoo/2023     7)  libfabric/1.18.0   12) imkl/2023.2.0
  3) gcccore/.12.3   8)  pmix/4.2.4         13) StdEnv/2023
  4) gcc/12.3        9)  ucc/1.2.0
  5) hwloc/2.9.1     10) openmpi/4.1.5
/project/6070520/tkleinkn/Vanilla-GAM/main_cifar.py:183: UserWarning: You have chosen a specific GPU. This will completely disable data parallelism.
  warnings.warn('You have chosen a specific GPU. This will completely '
model name space ['resnet101_c', 'resnet152_c', 'resnet18_c', 'resnet34_c', 'resnet50_c']
Use GPU: 0 for training
=> creating model 'resnet18_c'
Files already downloaded and verified
Files already downloaded and verified
tensorboard dir ./results/CIFAR10/GNOM
Using Gradient-Norm Only Minimization (GNOM)
/home/tkleinkn/GAMtest/lib/python3.11/site-packages/torch/autograd/graph.py:744: UserWarning: Using backward() with create_graph=True will create a reference cycle between the parameter and its gradient which can cause a memory leak. We recommend using autograd.grad when creating the graph to avoid this. If you have to use this function, make sure to reset the .grad fields of your parameters to None after use to break the cycle and avoid the leak. (Triggered internally at /home/coulombc/wheels_builder/tmp.2617/python-3.11/torch/torch/csrc/autograd/engine.cpp:1203.)
Batch 270, Loss: 5.0624
Batch 280, Loss: 5.0742
Batch 290, Loss: 5.3849
Batch 300, Loss: 5.0392
Batch 310, Loss: 5.0007
Batch 320, Loss: 4.7567
Batch 330, Loss: 5.0409
Batch 340, Loss: 4.6350
Batch 350, Loss: 4.7645
Batch 360, Loss: 4.8189
Batch 370, Loss: 4.7623
Batch 380, Loss: 4.8851
Batch 390, Loss: 4.5613
Epoch 2 learning rate: 0.09997532801828658
Epoch 2 time: 118.70006084442139 seconds
Epoch 2 accuracy: 10.24%
Batch 10, Loss: 4.7582
Batch 20, Loss: 4.6934
Batch 30, Loss: 4.5213
Batch 40, Loss: 4.5705
Batch 50, Loss: 4.5369
Batch 60, Loss: 4.7340
Batch 70, Loss: 4.5360
Batch 80, Loss: 4.4140
Batch 90, Loss: 4.3869
Batch 100, Loss: 4.3513
Batch 110, Loss: 4.3500
Batch 120, Loss: 4.4701
Batch 130, Loss: 4.3685
Batch 140, Loss: 4.4467
Batch 150, Loss: 4.4629
Batch 160, Loss: 4.2778
Batch 170, Loss: 4.2084
Batch 180, Loss: 4.1996
Batch 190, Loss: 4.2198
Batch 200, Loss: 4.0956
Batch 210, Loss: 4.1881
Batch 220, Loss: 4.0281
Batch 230, Loss: 4.2389
Batch 240, Loss: 4.0507
Batch 250, Loss: 3.9072
Batch 260, Loss: 3.9347
Batch 270, Loss: 3.9220
Batch 280, Loss: 3.9337
Batch 290, Loss: 3.9499
Batch 300, Loss: 3.8511
Batch 310, Loss: 3.8085
Batch 320, Loss: 3.7345
Batch 330, Loss: 3.8522
Batch 340, Loss: 3.6786
Batch 350, Loss: 3.5752
Batch 360, Loss: 3.4967
Batch 370, Loss: 3.5225
Batch 380, Loss: 3.4688
Batch 390, Loss: 3.4883
Epoch 3 learning rate: 0.09994449374809851
Epoch 3 time: 118.68968749046326 seconds
Epoch 3 accuracy: 10.69%
Batch 10, Loss: 3.4597
Batch 20, Loss: 3.4896
Batch 30, Loss: 3.2901
Batch 40, Loss: 3.2928
Batch 50, Loss: 3.2586
Batch 60, Loss: 3.1602
Batch 70, Loss: 3.1521
Batch 80, Loss: 3.1666
Batch 90, Loss: 3.0867
Batch 100, Loss: 3.2138
Batch 110, Loss: 3.1560
Batch 120, Loss: 3.1666
Batch 130, Loss: 3.0736
Batch 140, Loss: 3.0573
Batch 150, Loss: 3.0195
Batch 160, Loss: 2.9896
Batch 170, Loss: 2.9040
Batch 180, Loss: 3.0005
Batch 190, Loss: 2.9345
Batch 200, Loss: 2.8744
Batch 210, Loss: 2.8400
Batch 220, Loss: 2.8649
Batch 230, Loss: 2.8017
Batch 240, Loss: 2.8270
Batch 250, Loss: 2.8737
Batch 260, Loss: 2.7751
Batch 270, Loss: 2.8084
Batch 280, Loss: 2.7389
Batch 290, Loss: 2.8368
Batch 300, Loss: 2.7524
Batch 310, Loss: 2.7125
Batch 320, Loss: 2.6741
Batch 330, Loss: 2.6804
Batch 340, Loss: 2.6042
Batch 350, Loss: 2.6406
Batch 360, Loss: 2.7583
Batch 370, Loss: 2.7142
Batch 380, Loss: 2.5865
Batch 390, Loss: 2.5867
Epoch 4 learning rate: 0.09990133642141359
Epoch 4 time: 118.59360384941101 seconds
Epoch 4 accuracy: 10.62%
Batch 10, Loss: 2.6632
Batch 20, Loss: 2.5875
Batch 30, Loss: 2.6271
Batch 40, Loss: 2.6039
Batch 50, Loss: 2.6066
Batch 60, Loss: 2.5631
Batch 70, Loss: 2.5440
Batch 80, Loss: 2.6238
Batch 90, Loss: 2.4379
Batch 100, Loss: 2.5868
Batch 110, Loss: 2.5060
Batch 120, Loss: 2.6186
Batch 130, Loss: 2.4838
Batch 140, Loss: 2.5425
Batch 150, Loss: 2.4908
Batch 160, Loss: 2.4897
Batch 170, Loss: 2.5168
Batch 180, Loss: 2.4584
Batch 190, Loss: 2.4898
Batch 200, Loss: 2.4277
Batch 210, Loss: 2.4476
Batch 220, Loss: 2.4334
Batch 230, Loss: 2.4573
Batch 240, Loss: 2.3357
Batch 250, Loss: 2.4425
Batch 260, Loss: 2.3906
Batch 270, Loss: 2.4097
Batch 280, Loss: 2.4497
Batch 290, Loss: 2.3126
Batch 300, Loss: 2.3352
Batch 310, Loss: 2.3833
Batch 320, Loss: 2.2972
Batch 330, Loss: 2.3006
Batch 340, Loss: 2.3695
Batch 350, Loss: 2.3308
Batch 360, Loss: 2.3412
Batch 370, Loss: 2.3346
Batch 380, Loss: 2.2402
Batch 390, Loss: 2.2645
Epoch 5 learning rate: 0.09984586668665642
Epoch 5 time: 118.65478920936584 seconds
Epoch 5 accuracy: 9.76%
Batch 10, Loss: 2.2531
Batch 20, Loss: 2.2452
Batch 30, Loss: 2.2183
Batch 40, Loss: 2.2557
Batch 50, Loss: 2.2435
Batch 60, Loss: 2.1706
Batch 70, Loss: 2.2151
Batch 80, Loss: 2.1934
Batch 90, Loss: 2.2082
Batch 100, Loss: 2.1544
Batch 110, Loss: 2.2357
Batch 120, Loss: 2.1654
Batch 130, Loss: 2.1073
Batch 140, Loss: 2.1254
Batch 150, Loss: 2.0868
Batch 160, Loss: 2.1354
Batch 170, Loss: 2.1974
Batch 180, Loss: 2.0777
Batch 190, Loss: 2.1221
Batch 200, Loss: 2.0764
Batch 210, Loss: 2.0798
Batch 220, Loss: 2.1207
Batch 230, Loss: 2.0584
Batch 240, Loss: 2.0255
Batch 250, Loss: 2.0672
Batch 260, Loss: 2.0123
Batch 270, Loss: 2.0429
Batch 280, Loss: 2.0180
Batch 290, Loss: 2.0215
Batch 300, Loss: 2.0493
Batch 310, Loss: 2.0051
Batch 320, Loss: 1.9838
Batch 330, Loss: 2.0321
Batch 340, Loss: 2.0289
Batch 350, Loss: 2.0095
Batch 360, Loss: 1.9967
Batch 370, Loss: 2.0053
Batch 380, Loss: 2.0035
Batch 390, Loss: 1.9546
Epoch 6 learning rate: 0.09977809823015402
Epoch 6 time: 118.60997414588928 seconds
Epoch 6 accuracy: 10.02%
Batch 10, Loss: 2.0166
Batch 20, Loss: 1.9805
Batch 30, Loss: 1.9717
Batch 40, Loss: 1.9446
Batch 50, Loss: 1.9941
Batch 60, Loss: 1.9546
Batch 70, Loss: 1.9574
Batch 80, Loss: 2.0171
Batch 90, Loss: 1.9481
Batch 100, Loss: 1.9285
Batch 110, Loss: 1.9605
Batch 120, Loss: 1.9530
Batch 130, Loss: 1.9330
Batch 140, Loss: 1.9607
Batch 150, Loss: 1.8983
Batch 160, Loss: 1.9182
Batch 170, Loss: 1.9483
Batch 180, Loss: 1.9416
Batch 190, Loss: 1.9087
Batch 200, Loss: 1.9186
Batch 210, Loss: 1.9534
Batch 220, Loss: 1.9557
Batch 230, Loss: 1.9002
Batch 240, Loss: 1.9499
Batch 250, Loss: 1.8992
Batch 260, Loss: 1.9260
Batch 270, Loss: 1.9058
Batch 280, Loss: 1.9220
Batch 290, Loss: 1.9242
Batch 300, Loss: 1.8973
Batch 310, Loss: 1.8734
Batch 320, Loss: 1.9089
Batch 330, Loss: 1.9036
Batch 340, Loss: 1.8766
Batch 350, Loss: 1.8917
Batch 360, Loss: 1.8995
Batch 370, Loss: 1.8915
Batch 380, Loss: 1.9059
Batch 390, Loss: 1.9217
Epoch 7 learning rate: 0.09969804777275901
Epoch 7 time: 118.57709860801697 seconds
Epoch 7 accuracy: 10.38%
Batch 10, Loss: 1.8962
Batch 20, Loss: 1.8652
Batch 30, Loss: 1.8783
Batch 40, Loss: 1.8743
Batch 50, Loss: 1.8484
Batch 60, Loss: 1.8992
Batch 70, Loss: 1.8876
Batch 80, Loss: 1.8723
Batch 90, Loss: 1.8607
Batch 100, Loss: 1.8748
Batch 110, Loss: 1.8901
Batch 120, Loss: 1.8748
Batch 130, Loss: 1.8645
Batch 140, Loss: 1.8631
Batch 150, Loss: 1.8501
Batch 160, Loss: 1.8552
Batch 170, Loss: 1.8550
Batch 180, Loss: 1.8663
Batch 190, Loss: 1.8358
Batch 200, Loss: 1.8264
Batch 210, Loss: 1.8528
Batch 220, Loss: 1.8317
Batch 230, Loss: 1.8269
Batch 240, Loss: 1.8180
Batch 250, Loss: 1.8331
Batch 260, Loss: 1.8320
Batch 270, Loss: 1.8208
Batch 280, Loss: 1.8252
Batch 290, Loss: 1.8194
Batch 300, Loss: 1.8375
Batch 310, Loss: 1.8278
Batch 320, Loss: 1.8215
Batch 330, Loss: 1.8058
Batch 340, Loss: 1.8253
Batch 350, Loss: 1.7996
Batch 360, Loss: 1.7980
Batch 370, Loss: 1.7932
Batch 380, Loss: 1.7989
Batch 390, Loss: 1.8047
Epoch 8 learning rate: 0.09960573506572391
Epoch 8 time: 118.5708954334259 seconds
Epoch 8 accuracy: 10.14%
Batch 10, Loss: 1.7951
Batch 20, Loss: 1.7994
Batch 30, Loss: 1.7822
Batch 40, Loss: 1.7784
Batch 50, Loss: 1.7885
Batch 60, Loss: 1.7989
Batch 70, Loss: 1.7970
Batch 80, Loss: 1.7841
Batch 90, Loss: 1.7770
Batch 100, Loss: 1.7757
Batch 110, Loss: 1.7674
Batch 120, Loss: 1.7847
Batch 130, Loss: 1.7646
Batch 140, Loss: 1.7718
Batch 150, Loss: 1.7812
Batch 160, Loss: 1.7736
Batch 170, Loss: 1.7817
Batch 180, Loss: 1.7696
Batch 190, Loss: 1.7706
Batch 200, Loss: 1.7686
Batch 210, Loss: 1.7667
Batch 220, Loss: 1.7642
Batch 230, Loss: 1.7667
Batch 240, Loss: 1.7666
Batch 250, Loss: 1.7617
Batch 260, Loss: 1.7612
Batch 270, Loss: 1.7637
Batch 280, Loss: 1.7610
Batch 290, Loss: 1.7597
Batch 300, Loss: 1.7613
Batch 310, Loss: 1.7610
Batch 320, Loss: 1.7607
Batch 330, Loss: 1.7593
Batch 340, Loss: 1.7594
Batch 350, Loss: 1.7628
Batch 360, Loss: 1.7593
Batch 370, Loss: 1.7587
Batch 380, Loss: 1.7589
Batch 390, Loss: 1.7607
Epoch 9 learning rate: 0.09950118288582789
Epoch 9 time: 118.58293175697327 seconds
Epoch 9 accuracy: 10.56%
Batch 10, Loss: 1.7578
Batch 20, Loss: 1.7586
Batch 30, Loss: 1.7601
Batch 40, Loss: 1.7604
Batch 50, Loss: 1.7655
Batch 60, Loss: 1.7606
Batch 70, Loss: 1.7607
Batch 80, Loss: 1.7584
Batch 90, Loss: 1.7581
Batch 100, Loss: 1.7616
Batch 110, Loss: 1.7589
Batch 120, Loss: 1.7579
Batch 130, Loss: 1.7589
Batch 140, Loss: 1.7586
Batch 150, Loss: 1.7589
Batch 160, Loss: 1.7598
Batch 170, Loss: 1.7589
Batch 180, Loss: 1.7585
Batch 190, Loss: 1.7607
Batch 200, Loss: 1.7611
Batch 210, Loss: 1.7588
Batch 220, Loss: 1.7600
Batch 230, Loss: 1.7591
Batch 240, Loss: 1.7583
Batch 250, Loss: 1.7625
Batch 260, Loss: 1.7598
Batch 270, Loss: 1.7588
Batch 280, Loss: 1.7591
Batch 290, Loss: 1.7589
Batch 300, Loss: 1.7605
Batch 310, Loss: 1.7574
Batch 320, Loss: 1.7580
Batch 330, Loss: 1.7594
Batch 340, Loss: 1.7572
Batch 350, Loss: 1.7570
Batch 360, Loss: 1.7589
Batch 370, Loss: 1.7605
Batch 380, Loss: 1.7600
Batch 390, Loss: 1.7593
Epoch 10 learning rate: 0.09938441702975691
Epoch 10 time: 118.60665130615234 seconds
Epoch 10 accuracy: 9.59%
Batch 10, Loss: 1.7585
Batch 20, Loss: 1.7580
Batch 30, Loss: 1.7583
Batch 40, Loss: 1.7591
Batch 50, Loss: 1.7584
Batch 60, Loss: 1.7593
Batch 70, Loss: 1.7589
Batch 80, Loss: 1.7589
Batch 90, Loss: 1.7594
Batch 100, Loss: 1.7581
Batch 110, Loss: 1.7567
Batch 120, Loss: 1.7573
Batch 130, Loss: 1.7576
Batch 140, Loss: 1.7588
Batch 150, Loss: 1.7571
Batch 160, Loss: 1.7585
Batch 170, Loss: 1.7600
Batch 180, Loss: 1.7584
Batch 190, Loss: 1.7584
Batch 200, Loss: 1.7588
Batch 210, Loss: 1.7597
Batch 220, Loss: 1.7585
Batch 230, Loss: 1.7592
Batch 240, Loss: 1.7582
Batch 250, Loss: 1.7579
Batch 260, Loss: 1.7592
Batch 270, Loss: 1.7578
Batch 280, Loss: 1.7584
Batch 290, Loss: 1.7588
Batch 300, Loss: 1.7591
Batch 310, Loss: 1.7594
Batch 320, Loss: 1.7609
Batch 330, Loss: 1.7575
Batch 340, Loss: 1.7582
Batch 350, Loss: 1.7593
Batch 360, Loss: 1.7582
Batch 370, Loss: 1.7601
Batch 380, Loss: 1.7575
Batch 390, Loss: 1.7598
Epoch 11 learning rate: 0.09925546630773871
Epoch 11 time: 118.51987171173096 seconds
Epoch 11 accuracy: 10.74%
Batch 10, Loss: 1.7593
Batch 20, Loss: 1.7582
Batch 30, Loss: 1.7580
Batch 40, Loss: 1.7582
Batch 50, Loss: 1.7577
Batch 60, Loss: 1.7578
Batch 70, Loss: 1.7575
Batch 80, Loss: 1.7581
Batch 90, Loss: 1.7579
Batch 100, Loss: 1.7588
Batch 110, Loss: 1.7576
Batch 120, Loss: 1.7590
Batch 130, Loss: 1.7589
Batch 140, Loss: 1.7587
Batch 150, Loss: 1.7589
Batch 160, Loss: 1.7578
Batch 170, Loss: 1.7582
Batch 180, Loss: 1.7583
Batch 190, Loss: 1.7582
Batch 200, Loss: 1.7586
Batch 210, Loss: 1.7580
Batch 220, Loss: 1.7582
Batch 230, Loss: 1.7591
Batch 240, Loss: 1.7588
Batch 250, Loss: 1.7587
Batch 260, Loss: 1.7588
Batch 270, Loss: 1.7580
Batch 280, Loss: 1.7584
Batch 290, Loss: 1.7581
Batch 300, Loss: 1.7583
Batch 310, Loss: 1.7589
Batch 320, Loss: 1.7583
Batch 330, Loss: 1.7583
Batch 340, Loss: 1.7577
Batch 350, Loss: 1.7575
Batch 360, Loss: 1.7590
Batch 370, Loss: 1.7581
Batch 380, Loss: 1.7584
Batch 390, Loss: 1.7587
Epoch 12 learning rate: 0.09911436253643445
Epoch 12 time: 118.52196502685547 seconds
Epoch 12 accuracy: 10.28%
Batch 10, Loss: 1.7574
Batch 20, Loss: 1.7574
Batch 30, Loss: 1.7584
Batch 40, Loss: 1.7582
Batch 50, Loss: 1.7582
Batch 60, Loss: 1.7578
Batch 70, Loss: 1.7585
Batch 80, Loss: 1.7585
Batch 90, Loss: 1.7578
Batch 100, Loss: 1.7578
Batch 110, Loss: 1.7579
Batch 120, Loss: 1.7581
Batch 130, Loss: 1.7578
Batch 140, Loss: 1.7575
Batch 150, Loss: 1.7582
Batch 160, Loss: 1.7604
Batch 170, Loss: 1.7586
Batch 180, Loss: 1.7595
Batch 190, Loss: 1.7589
Batch 200, Loss: 1.7578
Batch 210, Loss: 1.7579
Batch 220, Loss: 1.7592
Batch 230, Loss: 1.7578
Batch 240, Loss: 1.7600
Batch 250, Loss: 1.7585
Batch 260, Loss: 1.7587
Batch 270, Loss: 1.7576
Batch 280, Loss: 1.7573
Batch 290, Loss: 1.7578
Batch 300, Loss: 1.7575
Batch 310, Loss: 1.7605
Batch 320, Loss: 1.7584
Batch 330, Loss: 1.7580
Batch 340, Loss: 1.7581
Batch 350, Loss: 1.7584
Batch 360, Loss: 1.7585
Batch 370, Loss: 1.7579
Batch 380, Loss: 1.7579
Batch 390, Loss: 1.7583
Epoch 13 learning rate: 0.0989611405310883
Epoch 13 time: 118.44974517822266 seconds
Epoch 13 accuracy: 10.24%
Batch 10, Loss: 1.7586
Batch 20, Loss: 1.7579
Batch 30, Loss: 1.7583
Batch 40, Loss: 1.7578
Batch 50, Loss: 1.7585
Batch 60, Loss: 1.7577
Batch 70, Loss: 1.7577
Batch 80, Loss: 1.7581
Batch 90, Loss: 1.7584
Batch 100, Loss: 1.7592
Batch 110, Loss: 1.7580
Batch 120, Loss: 1.7578
Batch 130, Loss: 1.7578
Batch 140, Loss: 1.7580
Batch 150, Loss: 1.7583
Batch 160, Loss: 1.7582
Batch 170, Loss: 1.7581
Batch 180, Loss: 1.7582
Batch 190, Loss: 1.7583
Batch 200, Loss: 1.7585
Batch 210, Loss: 1.7582
Batch 220, Loss: 1.7585
Batch 230, Loss: 1.7584
Batch 240, Loss: 1.7585
Batch 250, Loss: 1.7577
Batch 260, Loss: 1.7579
Batch 270, Loss: 1.7573
Batch 280, Loss: 1.7581
Batch 290, Loss: 1.7581
Batch 300, Loss: 1.7583
Batch 310, Loss: 1.7592
Batch 320, Loss: 1.7581
Batch 330, Loss: 1.7581
Batch 340, Loss: 1.7579
Batch 350, Loss: 1.7578
Batch 360, Loss: 1.7581
Batch 370, Loss: 1.7579
Batch 380, Loss: 1.7580
Batch 390, Loss: 1.7584
Epoch 14 learning rate: 0.09879583809693739
Epoch 14 time: 118.51495933532715 seconds
Epoch 14 accuracy: 9.19%
Batch 10, Loss: 1.7575
Batch 20, Loss: 1.7576
Batch 30, Loss: 1.7573
Batch 40, Loss: 1.7581
Batch 50, Loss: 1.7578
Batch 60, Loss: 1.7585
Batch 70, Loss: 1.7589
Batch 80, Loss: 1.7574
Batch 90, Loss: 1.7580
Batch 100, Loss: 1.7580
Batch 110, Loss: 1.7583
Batch 120, Loss: 1.7577
Batch 130, Loss: 1.7580
Batch 140, Loss: 1.7588
Batch 150, Loss: 1.7583
Batch 160, Loss: 1.7579
Batch 170, Loss: 1.7579
Batch 180, Loss: 1.7580
Batch 190, Loss: 1.7578
Batch 200, Loss: 1.7574
Batch 210, Loss: 1.7580
Batch 220, Loss: 1.7573
Batch 230, Loss: 1.7585
Batch 240, Loss: 1.7586
Batch 250, Loss: 1.7579
Batch 260, Loss: 1.7575
Batch 270, Loss: 1.7573
Batch 280, Loss: 1.7586
Batch 290, Loss: 1.7576
Batch 300, Loss: 1.7583
Batch 310, Loss: 1.7578
Batch 320, Loss: 1.7587
Batch 330, Loss: 1.7578
Batch 340, Loss: 1.7580
Batch 350, Loss: 1.7586
Batch 360, Loss: 1.7581
Batch 370, Loss: 1.7580
Batch 380, Loss: 1.7575
Batch 390, Loss: 1.7581
Epoch 15 learning rate: 0.09861849601988384
Epoch 15 time: 118.52248358726501 seconds
Epoch 15 accuracy: 10.14%
Batch 10, Loss: 1.7581
Batch 20, Loss: 1.7575
Batch 30, Loss: 1.7576
Batch 40, Loss: 1.7577
Batch 50, Loss: 1.7578
Batch 60, Loss: 1.7580
Batch 70, Loss: 1.7579
Batch 80, Loss: 1.7578
Batch 90, Loss: 1.7580
Batch 100, Loss: 1.7590
Batch 110, Loss: 1.7589
Batch 120, Loss: 1.7579
Batch 130, Loss: 1.7578
Batch 140, Loss: 1.7579
Batch 150, Loss: 1.7584
Batch 160, Loss: 1.7579
Batch 170, Loss: 1.7581
Batch 180, Loss: 1.7583
Batch 190, Loss: 1.7582
Batch 200, Loss: 1.7580
Batch 210, Loss: 1.7580
Batch 220, Loss: 1.7577
Batch 230, Loss: 1.7577
Batch 240, Loss: 1.7581
Batch 250, Loss: 1.7582
Batch 260, Loss: 1.7583
Batch 270, Loss: 1.7576
Batch 280, Loss: 1.7585
Batch 290, Loss: 1.7579
Batch 300, Loss: 1.7581
Batch 310, Loss: 1.7578
Batch 320, Loss: 1.7578
Batch 330, Loss: 1.7581
Batch 340, Loss: 1.7580
Batch 350, Loss: 1.7575
Batch 360, Loss: 1.7583
Batch 370, Loss: 1.7581
Batch 380, Loss: 1.7579
Batch 390, Loss: 1.7584
Epoch 16 learning rate: 0.09842915805643157
Epoch 16 time: 118.48935198783875 seconds
Epoch 16 accuracy: 10.17%
Batch 10, Loss: 1.7575
Batch 20, Loss: 1.7581
Batch 30, Loss: 1.7579
Batch 40, Loss: 1.7578
Batch 50, Loss: 1.7575
Batch 60, Loss: 1.7579
Batch 70, Loss: 1.7580
Batch 80, Loss: 1.7579
Batch 90, Loss: 1.7576
Batch 100, Loss: 1.7583
Batch 110, Loss: 1.7584
Batch 120, Loss: 1.7578
Batch 130, Loss: 1.7581
Batch 140, Loss: 1.7578
Batch 150, Loss: 1.7579
Batch 160, Loss: 1.7590
Batch 170, Loss: 1.7576
Batch 180, Loss: 1.7579
Batch 190, Loss: 1.7584
Batch 200, Loss: 1.7583
Batch 210, Loss: 1.7578
Batch 220, Loss: 1.7579
Batch 230, Loss: 1.7572
Batch 240, Loss: 1.7578
Batch 250, Loss: 1.7578
Batch 260, Loss: 1.7586
Batch 270, Loss: 1.7579
Batch 280, Loss: 1.7582
Batch 290, Loss: 1.7580
Batch 300, Loss: 1.7581
Batch 310, Loss: 1.7578
Batch 320, Loss: 1.7573
Batch 330, Loss: 1.7577
Batch 340, Loss: 1.7584
Batch 350, Loss: 1.7576
Batch 360, Loss: 1.7579
Batch 370, Loss: 1.7582
Batch 380, Loss: 1.7590
Batch 390, Loss: 1.7581
Epoch 17 learning rate: 0.09822787092288993
Epoch 17 time: 118.47556138038635 seconds
Epoch 17 accuracy: 9.99%
Batch 10, Loss: 1.7577
Batch 20, Loss: 1.7575
Batch 30, Loss: 1.7585
Batch 40, Loss: 1.7577
Batch 50, Loss: 1.7576
Batch 60, Loss: 1.7582
Batch 70, Loss: 1.7579
Batch 80, Loss: 1.7580
Batch 90, Loss: 1.7584
Batch 100, Loss: 1.7575
Batch 110, Loss: 1.7579
Batch 120, Loss: 1.7582
Batch 130, Loss: 1.7580
Batch 140, Loss: 1.7576
Batch 150, Loss: 1.7577
Batch 160, Loss: 1.7580
Batch 170, Loss: 1.7583
Batch 180, Loss: 1.7584
Batch 190, Loss: 1.7583
Batch 200, Loss: 1.7577
Batch 210, Loss: 1.7581
Batch 220, Loss: 1.7580
Batch 230, Loss: 1.7581
Batch 240, Loss: 1.7579
Batch 250, Loss: 1.7581
Batch 260, Loss: 1.7579
Batch 270, Loss: 1.7577
Batch 280, Loss: 1.7578
Batch 290, Loss: 1.7580
Batch 300, Loss: 1.7579
Batch 310, Loss: 1.7576
Batch 320, Loss: 1.7580
Batch 330, Loss: 1.7576
Batch 340, Loss: 1.7584
Batch 350, Loss: 1.7582
Batch 360, Loss: 1.7585
Batch 370, Loss: 1.7582
Batch 380, Loss: 1.7583
Batch 390, Loss: 1.7582
Epoch 18 learning rate: 0.09801468428384717
Epoch 18 time: 118.49346041679382 seconds
Epoch 18 accuracy: 10.0%
Batch 10, Loss: 1.7577
Batch 20, Loss: 1.7578
Batch 30, Loss: 1.7579
Batch 40, Loss: 1.7580
Batch 50, Loss: 1.7577
Batch 60, Loss: 1.7582
Batch 70, Loss: 1.7579
Batch 80, Loss: 1.7583
Batch 90, Loss: 1.7578
Batch 100, Loss: 1.7580
Batch 110, Loss: 1.7577
Batch 120, Loss: 1.7580
Batch 130, Loss: 1.7578
Batch 140, Loss: 1.7582
Batch 150, Loss: 1.7579
Batch 160, Loss: 1.7583
Batch 170, Loss: 1.7581
Batch 180, Loss: 1.7578
Batch 190, Loss: 1.7577
Batch 200, Loss: 1.7582
